,Same Community
graph_2_3_nodes_34_162,1
graph_3_3_nodes_67_108,1
graph_1_5_nodes_16_193,0
graph_1_3_nodes_26_133,0
graph_3_5_nodes_142_167,0
graph_3_1_nodes_38_199,1
graph_1_2_nodes_50_104,0
graph_4_1_nodes_26_180,0
graph_3_3_nodes_67_199,0
graph_1_1_nodes_147_182,0
graph_4_5_nodes_3_169,0
graph_1_3_nodes_16_74,0
graph_1_1_nodes_64_65,0
graph_2_4_nodes_109_196,0
graph_4_4_nodes_9_32,0
graph_3_3_nodes_128_162,0
graph_2_2_nodes_118_167,1
graph_3_5_nodes_32_128,0
graph_4_5_nodes_117_169,0
graph_3_5_nodes_14_169,0
graph_4_4_nodes_10_184,0
graph_3_4_nodes_136_167,0
graph_1_2_nodes_25_60,0
graph_4_2_nodes_114_187,0
graph_4_5_nodes_120_187,0
graph_1_1_nodes_37_176,0
graph_1_1_nodes_132_143,0
graph_1_1_nodes_2_182,0
graph_2_1_nodes_31_75,0
graph_2_3_nodes_102_185,1
graph_2_4_nodes_115_156,0
graph_4_5_nodes_178_186,0
graph_2_4_nodes_64_185,0
graph_1_1_nodes_8_19,0
graph_3_2_nodes_55_126,0
graph_1_2_nodes_3_152,0
graph_3_2_nodes_44_166,0
graph_1_4_nodes_92_109,0
graph_2_3_nodes_89_167,0
graph_4_5_nodes_59_167,0
graph_3_5_nodes_22_54,0
graph_1_4_nodes_40_117,0
graph_1_2_nodes_132_165,0
graph_4_5_nodes_107_178,0
graph_2_5_nodes_152_167,0
graph_3_1_nodes_42_57,1
graph_1_1_nodes_34_151,0
graph_1_3_nodes_164_175,0
graph_1_3_nodes_21_30,0
graph_1_1_nodes_139_161,0
graph_1_5_nodes_52_107,0
graph_3_5_nodes_143_187,0
graph_2_3_nodes_65_194,0
graph_1_3_nodes_108_118,0
graph_1_5_nodes_113_193,0
graph_3_1_nodes_29_34,0
graph_2_1_nodes_93_129,0
graph_1_1_nodes_27_64,0
graph_2_2_nodes_11_57,0
graph_2_3_nodes_5_152,0
graph_2_4_nodes_32_126,0
graph_4_3_nodes_23_76,0
graph_2_2_nodes_153_193,0
graph_4_5_nodes_121_130,0
graph_4_3_nodes_56_148,0
graph_3_3_nodes_96_105,1
graph_3_5_nodes_106_182,1
graph_4_4_nodes_147_168,0
graph_3_5_nodes_10_72,0
graph_4_5_nodes_83_184,0
graph_3_1_nodes_51_94,0
graph_1_5_nodes_89_97,0
graph_1_2_nodes_138_147,0
graph_4_5_nodes_85_180,0
graph_1_3_nodes_23_31,0
graph_2_5_nodes_65_133,1
graph_2_1_nodes_27_145,0
graph_3_4_nodes_22_149,0
graph_3_4_nodes_123_139,0
graph_4_1_nodes_109_123,0
graph_2_4_nodes_49_53,0
graph_1_3_nodes_35_127,0
graph_4_1_nodes_40_106,0
graph_1_1_nodes_5_86,0
graph_2_3_nodes_5_15,0
graph_2_4_nodes_72_178,0
graph_2_4_nodes_44_84,0
graph_3_4_nodes_131_139,0
graph_3_4_nodes_147_171,1
graph_1_5_nodes_71_173,0
graph_1_4_nodes_37_38,0
graph_3_5_nodes_127_129,0
graph_1_4_nodes_71_167,0
graph_1_2_nodes_103_118,0
graph_2_4_nodes_83_85,1
graph_2_1_nodes_36_191,0
graph_2_2_nodes_131_174,0
graph_3_3_nodes_79_152,0
graph_4_2_nodes_96_161,1
graph_3_1_nodes_164_168,0
graph_2_4_nodes_8_41,0
graph_3_1_nodes_1_87,0
graph_1_5_nodes_72_107,0
graph_4_3_nodes_26_156,0
graph_2_3_nodes_137_170,0
graph_2_2_nodes_98_101,0
graph_4_2_nodes_100_103,0
graph_2_5_nodes_24_49,0
graph_3_3_nodes_98_187,0
graph_1_4_nodes_128_171,0
graph_4_2_nodes_6_173,0
graph_4_4_nodes_40_187,0
graph_4_4_nodes_78_120,0
graph_1_1_nodes_121_145,0
graph_1_4_nodes_23_28,0
graph_3_2_nodes_45_132,1
graph_1_3_nodes_43_118,0
graph_3_3_nodes_123_172,0
graph_1_4_nodes_54_158,0
graph_1_1_nodes_33_167,0
graph_1_1_nodes_51_62,0
graph_4_3_nodes_96_128,0
graph_3_3_nodes_23_140,1
graph_2_2_nodes_143_159,0
graph_4_2_nodes_96_114,0
graph_2_3_nodes_57_59,0
graph_4_1_nodes_40_177,0
graph_1_5_nodes_112_172,0
graph_2_5_nodes_49_111,0
graph_4_3_nodes_19_174,0
graph_4_1_nodes_111_168,0
graph_1_5_nodes_17_148,1
graph_2_1_nodes_61_158,0
graph_3_3_nodes_113_187,0
graph_2_5_nodes_22_149,0
graph_1_3_nodes_28_140,1
graph_3_3_nodes_87_127,0
graph_3_3_nodes_84_104,0
graph_3_5_nodes_20_163,0
graph_3_2_nodes_17_33,0
graph_1_2_nodes_2_51,0
graph_3_1_nodes_39_174,0
graph_1_3_nodes_8_140,0
graph_1_4_nodes_30_126,0
graph_4_3_nodes_49_89,0
graph_1_2_nodes_32_76,0
graph_3_5_nodes_70_71,0
graph_1_2_nodes_126_159,0
graph_3_3_nodes_18_108,0
graph_1_2_nodes_124_193,0
graph_1_4_nodes_91_103,1
graph_3_3_nodes_93_169,0
graph_3_4_nodes_45_47,0
graph_1_1_nodes_162_185,0
graph_4_1_nodes_179_196,0
graph_2_2_nodes_7_119,0
graph_1_2_nodes_23_65,0
graph_1_1_nodes_53_183,1
graph_1_2_nodes_17_165,1
graph_4_2_nodes_62_83,0
graph_1_3_nodes_9_170,0
graph_3_3_nodes_20_110,0
graph_4_1_nodes_94_114,0
graph_1_2_nodes_37_87,1
graph_3_3_nodes_51_71,0
graph_4_1_nodes_9_73,0
graph_2_5_nodes_78_148,1
graph_4_2_nodes_106_129,0
graph_2_4_nodes_100_180,0
graph_3_1_nodes_76_122,0
graph_2_4_nodes_170_174,0
graph_1_1_nodes_27_190,0
graph_2_2_nodes_149_180,0
graph_4_3_nodes_45_162,0
graph_1_3_nodes_17_181,0
graph_3_1_nodes_69_105,0
graph_4_1_nodes_10_103,0
graph_1_2_nodes_47_53,0
graph_2_3_nodes_131_174,0
graph_1_3_nodes_111_131,0
graph_4_4_nodes_33_152,0
graph_2_5_nodes_59_138,0
graph_2_4_nodes_137_175,0
graph_4_3_nodes_18_196,0
graph_1_4_nodes_86_123,0
graph_4_1_nodes_1_46,0
graph_4_5_nodes_14_86,0
graph_4_1_nodes_30_83,0
graph_2_5_nodes_21_132,1
graph_1_4_nodes_72_124,1
graph_1_2_nodes_46_159,0
graph_3_5_nodes_1_195,0
graph_4_2_nodes_89_153,0
graph_2_4_nodes_170_184,0
graph_4_2_nodes_120_149,0
graph_2_3_nodes_17_59,0
graph_2_1_nodes_71_193,0
graph_4_1_nodes_75_95,0
graph_1_5_nodes_10_72,1
graph_4_1_nodes_0_171,0
graph_2_4_nodes_9_21,0
graph_4_2_nodes_150_188,0
graph_2_3_nodes_96_129,0
graph_1_1_nodes_102_157,0
graph_4_1_nodes_33_35,1
graph_4_1_nodes_111_195,0
graph_1_5_nodes_48_164,0
graph_3_4_nodes_125_199,0
graph_4_5_nodes_6_13,0
graph_1_4_nodes_181_186,0
graph_4_5_nodes_158_194,0
graph_1_5_nodes_126_193,0
graph_2_2_nodes_30_58,0
graph_2_2_nodes_16_124,0
graph_3_4_nodes_92_119,0
graph_2_3_nodes_73_150,0
graph_2_3_nodes_66_94,0
graph_1_2_nodes_143_167,0
graph_4_3_nodes_52_77,0
graph_1_2_nodes_61_172,0
graph_2_5_nodes_64_170,0
graph_2_4_nodes_79_198,0
graph_3_1_nodes_83_84,0
graph_3_4_nodes_104_125,0
graph_2_5_nodes_49_188,0
graph_4_5_nodes_79_96,0
graph_4_3_nodes_90_173,0
graph_1_5_nodes_87_161,0
graph_2_1_nodes_19_183,0
graph_1_3_nodes_2_174,0
graph_3_1_nodes_23_88,0
graph_3_1_nodes_96_195,0
graph_2_3_nodes_3_156,0
graph_1_2_nodes_17_129,0
graph_3_5_nodes_99_171,0
graph_1_1_nodes_56_85,0
graph_3_4_nodes_38_89,0
graph_2_1_nodes_16_157,0
graph_4_2_nodes_142_170,0
graph_3_4_nodes_75_166,0
graph_2_3_nodes_71_163,0
graph_1_5_nodes_176_196,1
graph_1_3_nodes_51_88,0
graph_1_1_nodes_170_178,0
graph_4_2_nodes_82_92,0
graph_1_2_nodes_141_159,0
graph_1_1_nodes_99_194,0
graph_3_2_nodes_24_27,0
graph_4_4_nodes_175_182,0
graph_4_2_nodes_100_174,0
graph_2_3_nodes_178_197,0
graph_2_3_nodes_122_165,1
graph_3_1_nodes_117_195,0
graph_3_1_nodes_83_137,0
graph_1_1_nodes_100_182,0
graph_2_1_nodes_95_157,0
graph_3_5_nodes_47_176,0
graph_1_3_nodes_16_161,0
graph_4_4_nodes_131_157,0
graph_4_3_nodes_56_135,0
graph_4_5_nodes_21_62,0
graph_3_1_nodes_4_73,0
graph_4_5_nodes_133_148,0
graph_1_5_nodes_125_191,0
graph_2_5_nodes_15_75,0
graph_2_5_nodes_64_162,0
graph_1_1_nodes_103_106,0
graph_1_4_nodes_136_157,0
graph_1_5_nodes_41_177,1
graph_2_3_nodes_78_80,1
graph_4_2_nodes_166_176,0
graph_2_3_nodes_121_160,0
graph_2_4_nodes_62_177,0
graph_3_5_nodes_73_113,0
graph_3_2_nodes_144_173,0
graph_4_5_nodes_11_109,0
graph_2_1_nodes_84_93,0
graph_2_1_nodes_9_160,0
graph_4_1_nodes_24_45,0
graph_1_5_nodes_47_142,0
graph_1_4_nodes_44_107,0
graph_2_1_nodes_59_80,0
graph_3_5_nodes_98_126,0
graph_4_4_nodes_95_123,0
graph_4_3_nodes_4_126,0
graph_4_3_nodes_52_169,0
graph_2_4_nodes_75_136,0
graph_3_2_nodes_156_170,0
graph_1_1_nodes_29_136,0
graph_4_2_nodes_44_121,1
graph_2_2_nodes_65_159,0
graph_2_5_nodes_81_96,0
graph_3_4_nodes_31_74,0
graph_2_2_nodes_32_151,0
graph_1_3_nodes_70_157,1
graph_2_5_nodes_77_116,0
graph_3_3_nodes_184_198,0
graph_3_2_nodes_42_141,0
graph_1_4_nodes_45_143,0
graph_1_5_nodes_76_171,0
graph_3_5_nodes_69_199,0
graph_4_2_nodes_51_161,0
graph_1_4_nodes_62_105,0
graph_4_2_nodes_74_121,0
graph_3_1_nodes_24_193,0
graph_2_3_nodes_31_189,0
graph_4_2_nodes_44_175,0
graph_2_2_nodes_12_83,0
graph_1_4_nodes_71_179,0
graph_4_3_nodes_56_102,0
graph_4_5_nodes_127_169,0
graph_4_3_nodes_26_93,0
graph_2_4_nodes_185_186,0
graph_2_2_nodes_76_145,1
graph_2_3_nodes_4_19,0
graph_1_3_nodes_35_118,1
graph_3_3_nodes_9_120,0
graph_4_4_nodes_98_184,0
graph_4_2_nodes_36_184,0
graph_4_1_nodes_115_194,0
graph_4_3_nodes_78_174,0
graph_3_3_nodes_47_198,1
graph_1_4_nodes_187_198,0
graph_4_3_nodes_62_171,0
graph_2_5_nodes_115_142,0
graph_4_4_nodes_2_143,0
graph_1_4_nodes_54_75,0
graph_3_1_nodes_105_119,0
graph_2_4_nodes_20_95,0
graph_2_5_nodes_116_126,0
graph_1_4_nodes_111_130,0
graph_2_2_nodes_21_126,0
graph_4_5_nodes_102_183,0
graph_4_4_nodes_135_181,0
graph_4_1_nodes_70_100,0
graph_2_2_nodes_57_155,1
graph_2_5_nodes_79_114,0
graph_4_1_nodes_151_182,1
graph_3_5_nodes_31_59,0
graph_4_3_nodes_164_173,0
graph_2_2_nodes_71_114,0
graph_2_4_nodes_8_170,0
graph_3_1_nodes_61_125,0
graph_1_5_nodes_103_130,0
graph_2_4_nodes_93_141,1
graph_3_4_nodes_139_175,0
graph_3_3_nodes_42_118,0
graph_4_1_nodes_85_177,0
graph_4_2_nodes_98_134,0
graph_4_1_nodes_1_39,0
graph_1_3_nodes_32_170,0
graph_4_5_nodes_15_42,0
graph_1_4_nodes_28_46,0
graph_4_4_nodes_100_171,0
graph_1_4_nodes_67_120,0
graph_2_5_nodes_6_70,0
graph_4_3_nodes_62_88,0
graph_4_4_nodes_58_74,0
graph_1_4_nodes_126_148,0
graph_1_3_nodes_157_186,0
graph_2_5_nodes_82_177,0
graph_3_2_nodes_10_19,0
graph_3_5_nodes_60_66,0
graph_4_3_nodes_167_178,0
graph_3_3_nodes_103_105,0
graph_4_1_nodes_189_194,0
graph_2_1_nodes_41_91,0
graph_4_2_nodes_32_120,0
graph_1_3_nodes_24_152,0
graph_4_5_nodes_22_147,0
graph_3_2_nodes_28_87,0
graph_1_4_nodes_105_122,0
graph_2_1_nodes_97_98,0
graph_4_2_nodes_71_90,0
graph_1_5_nodes_124_193,0
graph_1_1_nodes_18_188,0
graph_4_2_nodes_0_112,0
graph_1_3_nodes_81_139,0
graph_3_5_nodes_13_62,1
graph_2_5_nodes_100_167,0
graph_2_3_nodes_15_139,0
graph_2_1_nodes_70_179,0
graph_3_2_nodes_20_166,0
graph_1_1_nodes_11_139,1
graph_4_4_nodes_154_178,0
graph_4_5_nodes_93_181,0
graph_4_4_nodes_59_79,0
graph_3_3_nodes_35_85,0
graph_3_3_nodes_128_131,1
graph_2_5_nodes_19_148,0
graph_1_3_nodes_31_180,0
graph_3_2_nodes_13_188,0
graph_1_2_nodes_36_85,0
graph_3_3_nodes_110_127,0
graph_2_5_nodes_25_190,0
graph_1_1_nodes_69_131,0
graph_1_3_nodes_28_71,0
graph_4_4_nodes_138_175,0
graph_1_4_nodes_46_48,0
graph_3_3_nodes_132_181,0
graph_2_3_nodes_73_180,0
graph_3_1_nodes_2_83,0
graph_1_4_nodes_47_136,0
graph_4_3_nodes_76_105,0
graph_2_1_nodes_41_110,0
graph_3_3_nodes_38_93,0
graph_2_1_nodes_2_103,0
graph_3_2_nodes_29_106,0
graph_4_2_nodes_51_127,0
graph_4_1_nodes_32_177,0
graph_1_4_nodes_55_76,0
graph_1_2_nodes_76_151,0
graph_4_3_nodes_35_177,0
graph_1_2_nodes_48_142,0
graph_3_2_nodes_22_182,0
graph_3_2_nodes_86_159,0
graph_2_5_nodes_64_149,0
graph_1_5_nodes_119_141,0
graph_2_4_nodes_146_166,0
graph_1_2_nodes_1_113,0
graph_2_3_nodes_97_99,0
graph_4_4_nodes_31_81,0
graph_1_1_nodes_19_199,0
graph_3_2_nodes_24_93,0
graph_2_5_nodes_59_196,0
graph_1_5_nodes_86_108,0
graph_4_5_nodes_117_195,0
graph_2_5_nodes_56_113,0
graph_1_2_nodes_73_181,0
graph_1_5_nodes_30_142,0
graph_2_2_nodes_174_189,1
graph_3_4_nodes_74_179,0
graph_1_3_nodes_1_70,0
graph_4_4_nodes_64_152,0
graph_2_2_nodes_83_142,0
graph_4_2_nodes_123_139,0
graph_4_4_nodes_128_177,0
graph_2_2_nodes_14_27,0
graph_3_3_nodes_39_115,0
graph_1_2_nodes_52_110,0
graph_3_1_nodes_24_31,0
graph_1_1_nodes_12_14,0
graph_3_3_nodes_74_195,0
graph_4_1_nodes_28_197,0
graph_1_4_nodes_96_115,0
graph_1_4_nodes_21_159,1
graph_1_2_nodes_38_171,0
graph_2_5_nodes_18_79,0
graph_3_5_nodes_83_122,0
graph_2_1_nodes_58_67,0
graph_4_5_nodes_83_91,0
graph_2_2_nodes_7_184,0
graph_4_4_nodes_74_178,0
graph_2_4_nodes_53_105,0
graph_1_1_nodes_149_159,1
graph_3_5_nodes_118_150,0
graph_3_4_nodes_29_112,0
graph_4_1_nodes_115_117,1
graph_2_1_nodes_111_169,0
graph_1_1_nodes_4_36,0
graph_2_1_nodes_162_169,0
graph_3_4_nodes_24_147,0
graph_1_4_nodes_83_163,0
graph_3_1_nodes_104_175,1
graph_1_3_nodes_46_176,0
graph_2_4_nodes_99_100,0
graph_3_1_nodes_37_178,0
graph_4_3_nodes_10_177,0
graph_1_1_nodes_21_120,0
graph_2_1_nodes_137_183,0
graph_2_4_nodes_79_126,1
graph_3_4_nodes_152_167,0
graph_1_1_nodes_73_80,0
graph_2_5_nodes_42_52,0
graph_4_1_nodes_12_138,0
graph_1_1_nodes_55_111,0
graph_2_2_nodes_91_129,1
graph_4_2_nodes_41_89,0
graph_4_5_nodes_183_184,1
graph_2_1_nodes_17_30,0
graph_2_3_nodes_20_88,0
graph_2_1_nodes_20_107,0
graph_1_3_nodes_18_100,0
graph_4_1_nodes_6_57,0
graph_2_2_nodes_40_131,0
graph_2_4_nodes_124_165,0
graph_3_3_nodes_41_159,0
graph_2_2_nodes_41_134,0
graph_1_5_nodes_81_113,1
graph_1_3_nodes_81_118,0
graph_4_1_nodes_96_144,1
graph_4_3_nodes_37_121,0
graph_2_4_nodes_141_176,0
graph_1_3_nodes_46_194,0
graph_1_4_nodes_59_137,1
graph_4_5_nodes_87_159,0
graph_2_5_nodes_110_119,0
graph_2_3_nodes_19_79,1
graph_3_4_nodes_130_178,1
graph_4_4_nodes_3_8,0
graph_4_4_nodes_71_127,0
graph_4_4_nodes_8_183,0
graph_4_1_nodes_115_118,1
graph_2_1_nodes_60_68,0
graph_2_1_nodes_6_158,0
graph_4_4_nodes_115_124,0
graph_3_1_nodes_60_108,0
graph_2_2_nodes_132_152,0
graph_3_5_nodes_97_172,0
graph_1_4_nodes_35_51,0
graph_3_1_nodes_94_176,0
graph_2_1_nodes_135_176,0
graph_2_4_nodes_107_198,0
graph_3_1_nodes_21_179,0
graph_4_2_nodes_159_177,0
graph_4_2_nodes_5_81,0
graph_3_2_nodes_23_124,0
graph_1_3_nodes_17_175,0
graph_1_1_nodes_68_180,0
graph_1_1_nodes_45_48,0
graph_1_4_nodes_163_196,0
graph_2_3_nodes_141_160,0
graph_3_5_nodes_73_151,1
graph_4_5_nodes_172_184,0
graph_2_3_nodes_76_112,1
graph_2_5_nodes_2_187,0
graph_4_4_nodes_97_111,0
graph_3_3_nodes_95_189,1
graph_1_5_nodes_31_162,0
graph_4_4_nodes_10_23,0
graph_4_3_nodes_85_163,0
graph_1_1_nodes_75_100,0
graph_4_2_nodes_43_162,0
graph_2_2_nodes_138_176,0
graph_3_4_nodes_4_76,0
graph_2_3_nodes_131_159,0
graph_4_5_nodes_56_186,0
graph_1_4_nodes_54_92,0
graph_1_4_nodes_27_61,0
graph_3_4_nodes_21_163,0
graph_4_2_nodes_0_94,0
graph_4_1_nodes_53_140,1
graph_1_5_nodes_26_89,0
graph_2_2_nodes_120_184,0
graph_4_5_nodes_2_138,0
graph_1_1_nodes_27_32,0
graph_4_2_nodes_74_144,0
graph_3_3_nodes_51_100,0
graph_3_4_nodes_4_158,0
graph_4_3_nodes_14_198,0
graph_3_5_nodes_76_194,0
graph_2_5_nodes_60_146,0
graph_4_2_nodes_53_145,0
graph_2_2_nodes_67_115,0
graph_3_5_nodes_183_191,1
graph_1_1_nodes_27_136,0
graph_4_1_nodes_6_178,0
graph_1_5_nodes_7_53,1
graph_2_5_nodes_3_181,0
graph_3_4_nodes_18_179,0
graph_1_5_nodes_135_150,0
graph_1_2_nodes_45_151,0
graph_4_5_nodes_112_172,0
graph_2_5_nodes_110_181,0
graph_3_4_nodes_8_21,0
graph_4_5_nodes_1_53,0
graph_2_1_nodes_59_163,0
graph_3_3_nodes_17_68,0
graph_3_5_nodes_184_192,0
graph_2_4_nodes_136_168,0
graph_3_1_nodes_126_192,0
graph_3_1_nodes_85_129,0
graph_3_4_nodes_146_163,0
graph_1_5_nodes_13_82,0
graph_1_1_nodes_132_139,1
graph_2_3_nodes_74_102,1
graph_2_4_nodes_83_197,1
graph_2_2_nodes_38_43,0
graph_3_2_nodes_138_155,0
graph_4_1_nodes_36_44,0
graph_3_1_nodes_12_186,0
graph_3_3_nodes_30_157,0
graph_1_4_nodes_69_146,0
graph_3_3_nodes_49_83,0
graph_1_5_nodes_13_190,0
graph_2_4_nodes_61_116,0
graph_1_1_nodes_85_153,0
graph_2_4_nodes_44_72,0
graph_3_1_nodes_148_182,0
graph_3_4_nodes_79_198,0
graph_4_1_nodes_105_171,0
graph_2_5_nodes_116_121,0
graph_4_5_nodes_68_112,0
graph_2_4_nodes_86_160,0
graph_3_2_nodes_68_193,0
graph_3_1_nodes_138_177,0
graph_2_5_nodes_18_98,0
graph_2_1_nodes_33_113,0
graph_2_1_nodes_69_105,1
graph_1_4_nodes_155_175,1
graph_2_3_nodes_37_81,0
graph_2_4_nodes_46_159,0
graph_4_3_nodes_70_162,0
graph_4_5_nodes_83_84,0
graph_3_3_nodes_14_187,0
graph_2_4_nodes_135_178,0
graph_3_1_nodes_45_56,1
graph_1_1_nodes_72_197,1
graph_1_2_nodes_129_169,1
graph_3_5_nodes_53_150,0
graph_1_2_nodes_47_62,1
graph_2_2_nodes_106_194,0
graph_1_3_nodes_31_91,0
graph_1_2_nodes_9_53,0
graph_3_3_nodes_45_64,0
graph_1_1_nodes_49_177,0
graph_2_4_nodes_126_169,0
graph_1_1_nodes_59_129,0
graph_4_3_nodes_1_83,1
graph_4_3_nodes_54_192,0
graph_4_3_nodes_84_91,0
graph_1_1_nodes_55_163,0
graph_4_2_nodes_47_76,0
graph_2_2_nodes_23_36,0
graph_4_1_nodes_117_146,0
graph_1_5_nodes_3_42,0
graph_2_1_nodes_0_20,0
graph_2_3_nodes_100_101,0
graph_2_4_nodes_28_153,0
graph_3_1_nodes_136_147,1
graph_2_3_nodes_24_39,0
graph_2_3_nodes_78_144,0
graph_2_5_nodes_76_103,0
graph_1_4_nodes_122_187,1
graph_4_4_nodes_79_151,0
graph_2_1_nodes_82_157,0
graph_4_1_nodes_140_148,0
graph_1_4_nodes_71_140,1
graph_4_5_nodes_117_158,0
graph_3_3_nodes_6_117,1
graph_1_2_nodes_19_102,0
graph_1_2_nodes_17_82,0
graph_4_1_nodes_137_142,1
graph_2_4_nodes_80_160,0
graph_1_5_nodes_67_72,0
graph_3_1_nodes_33_133,0
graph_2_1_nodes_151_161,0
graph_3_2_nodes_54_121,0
graph_1_3_nodes_89_186,0
graph_1_1_nodes_17_191,0
graph_2_3_nodes_19_67,1
graph_2_5_nodes_87_181,0
graph_4_1_nodes_128_139,0
graph_2_2_nodes_15_24,0
graph_3_5_nodes_64_146,1
graph_3_5_nodes_134_135,1
graph_3_5_nodes_104_113,0
graph_2_1_nodes_19_30,1
graph_3_3_nodes_46_103,0
graph_3_1_nodes_43_125,0
graph_3_5_nodes_123_153,0
graph_1_3_nodes_145_169,0
graph_1_4_nodes_65_155,1
graph_3_5_nodes_13_101,0
graph_3_3_nodes_27_69,0
graph_2_3_nodes_8_196,0
graph_4_1_nodes_128_169,0
graph_1_4_nodes_188_189,0
graph_1_3_nodes_128_132,0
graph_3_1_nodes_87_100,0
graph_1_5_nodes_28_167,1
graph_1_3_nodes_66_181,0
graph_1_1_nodes_105_133,0
graph_4_5_nodes_112_144,0
graph_4_1_nodes_57_171,0
graph_2_5_nodes_78_83,0
graph_4_5_nodes_8_83,0
graph_2_2_nodes_53_176,0
graph_4_5_nodes_28_53,0
graph_3_1_nodes_50_183,1
graph_3_2_nodes_46_159,0
graph_3_1_nodes_24_25,0
graph_1_4_nodes_14_123,0
graph_3_3_nodes_66_171,0
graph_4_5_nodes_33_129,0
graph_2_3_nodes_99_112,0
graph_1_4_nodes_81_153,0
graph_3_3_nodes_31_155,0
graph_3_2_nodes_30_173,0
graph_3_4_nodes_40_65,0
graph_2_3_nodes_126_198,0
graph_4_2_nodes_7_79,0
graph_3_5_nodes_16_56,0
graph_2_5_nodes_108_150,0
graph_2_4_nodes_135_144,0
graph_1_3_nodes_12_100,0
graph_4_2_nodes_36_178,0
graph_1_3_nodes_38_72,0
graph_1_3_nodes_73_94,0
graph_4_2_nodes_53_65,0
graph_3_2_nodes_60_164,0
graph_2_4_nodes_90_96,0
graph_1_1_nodes_86_128,0
graph_4_3_nodes_62_69,0
graph_3_4_nodes_18_158,0
graph_2_5_nodes_60_185,0
graph_3_2_nodes_148_151,0
graph_2_3_nodes_102_179,0
graph_2_4_nodes_92_167,0
graph_3_4_nodes_53_82,0
graph_3_4_nodes_49_60,0
graph_2_5_nodes_72_185,1
graph_3_4_nodes_36_97,0
graph_3_4_nodes_66_127,1
graph_4_4_nodes_103_133,1
graph_4_1_nodes_26_111,0
graph_1_4_nodes_159_164,0
graph_4_1_nodes_184_199,0
graph_4_2_nodes_3_103,0
graph_2_3_nodes_132_152,0
graph_2_2_nodes_64_150,0
graph_3_5_nodes_41_171,0
graph_4_4_nodes_85_173,0
graph_3_3_nodes_11_150,0
graph_4_2_nodes_54_100,0
graph_3_3_nodes_83_140,1
graph_2_3_nodes_32_121,0
graph_2_3_nodes_16_29,1
graph_1_3_nodes_19_63,0
graph_3_1_nodes_4_114,0
graph_4_2_nodes_14_132,0
graph_2_1_nodes_41_61,0
graph_1_1_nodes_0_169,0
graph_2_3_nodes_58_104,0
graph_1_3_nodes_84_88,1
graph_3_4_nodes_44_100,0
graph_4_1_nodes_130_153,0
graph_1_3_nodes_66_116,0
graph_2_5_nodes_21_194,0
graph_2_2_nodes_156_167,1
graph_3_4_nodes_53_135,0
graph_3_5_nodes_14_138,0
graph_2_3_nodes_38_105,0
graph_3_4_nodes_15_48,0
graph_3_5_nodes_28_180,0
graph_2_4_nodes_11_72,0
graph_4_2_nodes_63_84,1
graph_1_4_nodes_125_143,0
graph_2_1_nodes_88_156,0
graph_1_4_nodes_42_58,0
graph_1_1_nodes_33_91,0
graph_1_5_nodes_29_164,0
graph_2_3_nodes_150_173,0
graph_4_4_nodes_49_134,0
graph_3_4_nodes_140_157,0
graph_3_3_nodes_122_149,0
graph_2_1_nodes_85_94,0
graph_3_5_nodes_118_140,0
graph_3_5_nodes_69_88,0
graph_2_3_nodes_5_184,0
graph_3_2_nodes_110_187,0
graph_4_1_nodes_74_163,1
graph_4_3_nodes_127_140,0
graph_4_2_nodes_31_38,1
graph_2_3_nodes_96_105,0
graph_2_3_nodes_57_152,0
graph_1_5_nodes_6_42,0
graph_3_4_nodes_53_63,0
graph_1_3_nodes_46_145,0
graph_2_3_nodes_122_196,0
graph_4_4_nodes_189_198,0
graph_2_1_nodes_0_78,0
graph_1_3_nodes_86_159,0
graph_3_3_nodes_49_175,0
graph_4_2_nodes_63_163,0
graph_3_2_nodes_19_52,0
graph_1_2_nodes_19_103,0
graph_3_1_nodes_10_19,0
graph_3_2_nodes_112_114,0
graph_1_1_nodes_96_121,1
graph_2_3_nodes_86_136,0
graph_1_1_nodes_65_179,0
graph_4_3_nodes_49_51,0
graph_3_3_nodes_75_194,0
graph_4_4_nodes_95_147,0
graph_4_4_nodes_19_154,0
graph_3_4_nodes_29_152,0
graph_1_3_nodes_12_54,0
graph_1_1_nodes_142_177,0
graph_1_5_nodes_10_40,0
graph_4_5_nodes_20_37,0
graph_4_1_nodes_44_133,0
graph_2_2_nodes_126_134,0
graph_1_2_nodes_60_190,0
graph_4_1_nodes_3_128,0
graph_1_4_nodes_41_116,1
graph_1_2_nodes_118_160,0
graph_2_1_nodes_97_156,0
graph_1_5_nodes_22_51,0
graph_1_1_nodes_41_190,0
graph_1_1_nodes_20_30,0
graph_4_2_nodes_138_176,0
graph_2_3_nodes_5_68,1
graph_3_4_nodes_91_187,0
graph_1_1_nodes_1_3,0
graph_1_3_nodes_52_64,0
graph_3_2_nodes_73_193,0
graph_3_5_nodes_100_156,0
graph_3_2_nodes_7_98,0
graph_4_2_nodes_83_99,0
graph_4_2_nodes_66_161,0
graph_4_2_nodes_22_93,0
graph_1_5_nodes_1_154,0
graph_4_5_nodes_30_53,0
graph_2_4_nodes_178_189,0
graph_3_1_nodes_20_119,0
graph_1_5_nodes_112_148,0
graph_1_2_nodes_67_122,0
graph_3_5_nodes_33_175,0
graph_3_3_nodes_2_108,1
graph_1_2_nodes_84_175,0
graph_2_1_nodes_8_93,0
graph_3_2_nodes_62_161,0
