,Betweenness_A,Closeness_A,Clustering_A,Conductance_A,Cut Ratio_A,Degree_A,E In_A,E In Over E Out_A,E Out_A,Expansion_A,Normalised Cut_A,ODF_A,Shortest Path_A,Triangle Participation_A,Betweenness_B,Closeness_B,Clustering_B,Conductance_B,Cut Ratio_B,Degree_B,E In_B,E In Over E Out_B,E Out_B,Expansion_B,Normalised Cut_B,ODF_B,Shortest Path_B,Triangle Participation_B,Shortest Path Length,Triadic Closure,Mean Deg. on Path,Median Deg. on Path,Max Deg. on Path,Min Deg. on Path,Var of Deg. on Path
graph_1_4_nodes_85_161,0.023217336070381244,0.3204508856682769,0.19696969696969696,0.6,0.017045454545454544,14.0,1.0,0.3333333333333333,3.0,0.125,0.6019828155981494,0.75,3.1206030150753774,0.0,0.02726060291950602,0.3214862681744749,0.08333333333333333,1.0,0.028409090909090905,9.0,0.0,0.0,5.0,0.2083333333333333,1.003295978905735,1.0,3.110552763819096,0.0,3,0,9.25,8.5,14,6,8.6875
graph_3_5_nodes_40_189,0.009950417439007727,0.38715953307393,0.027777777777777776,0.9911555555555556,0.04549542619661141,9.0,0.04,0.0057619047619047615,7.96,0.3189155379919098,0.9963927593820718,0.995,2.582914572864321,0.0,0.005922049517384844,0.37265917602996257,0.10714285714285714,0.9905333333333334,0.033027391496052085,8.0,0.037000000000000005,0.0102,5.962999999999999,0.3134798558430619,0.9944617229430984,0.9938333333333332,2.6834170854271355,0.0,3,0,11.0,9.5,17,8,12.5
graph_2_5_nodes_159_179,0.003253015386432792,0.33111480865224624,0.2,0.6465583333333333,0.06203434641121496,6.0,2.801,0.27648181818181816,10.199,0.287368909661445,0.6532830541519528,0.7845384615384615,3.020100502512563,0.06720866435325201,0.00711169710398109,0.3664825046040516,0.2857142857142857,0.3333333333333333,0.01824370042705246,8.0,3.0,1.0,3.0,0.08440976108410317,0.3353214049039099,0.5,2.728643216080402,0.0,3,0,16.25,15.5,28,6,89.1875
graph_1_2_nodes_68_149,0.014381694037213068,0.3278418451400329,0.2380952380952381,1.0,0.045454545454545456,7.0,0.0,0.0,8.0,0.3333333333333333,1.0052631578947369,1.0,3.050251256281407,0.0,0.013645702769765877,0.3278418451400329,0.13333333333333333,0.5,0.03446600985221675,6.0,3.0,0.5,6.0,0.2315538461538461,0.503968253968254,0.6666666666666666,3.050251256281407,0.0,4,0,10.4,7.0,23,5,43.84
graph_1_4_nodes_19_149,0.01829235993286757,0.2996987951807229,0.14285714285714285,1.0,0.03409090909090909,8.0,0.0,0.0,6.0,0.25,1.0039525691699605,1.0,3.336683417085427,0.0,0.007122509663216422,0.3168789808917197,0.4,0.6363636363636364,0.04117403100396225,5.0,2.0,0.2857142857142857,7.0,0.233462200799242,0.6409840984098409,0.7777777777777778,3.1557788944723617,0.0,4,0,7.6,8.0,10,5,5.04
graph_1_4_nodes_6_52,0.009854829313784737,0.3090062111801242,0.19047619047619047,1.0,0.03409363636363636,7.0,0.0,0.0,6.0,0.24986,1.0039525691699605,1.0,3.2361809045226133,0.0,0.0021169980288051745,0.26639892904953144,0.16666666666666666,0.6666666666666666,0.022727272727272728,4.0,1.0,0.25,4.0,0.16666666666666666,0.6693086745926904,0.8,3.7537688442211055,0.0,3,0,7.75,7.0,13,4,10.6875
graph_1_4_nodes_116_156,0.0019618329482561387,0.2726027397260274,0.0,1.0,0.023528017716549856,5.0,0.0,0.0,4.0,0.1334069718852811,1.0026385224274406,1.0,3.6683417085427137,0.0,0.016137023116435945,0.3407534246575342,0.2888888888888889,1.0,0.028409090909090905,10.0,0.0,0.0,5.0,0.2083333333333333,1.003295978905735,1.0,2.9346733668341707,0.0,4,0,11.8,10.0,27,5,65.36
graph_2_2_nodes_16_169,0.0020887883058216,0.3503521126760563,0.3333333333333333,0.6209852941176469,0.058286469312812186,8.0,3.042,0.30606666666666665,9.958,0.34184748953883964,0.6275543900967342,0.7659999999999999,2.8542713567839195,0.0,0.10085205723867564,0.4432071269487751,0.07954545454545454,0.6842105263157895,0.07655573020470782,33.0,3.0,0.2307692307692308,13.0,0.43071889864399604,0.6927687883302727,0.8125,2.256281407035176,0.0,2,0,16.333333333333332,8.0,33,8,138.88888888888889
graph_1_3_nodes_30_57,0.020538710336694105,0.3454861111111111,0.25,0.4666666666666667,0.039544912080238685,9.0,4.0,0.5714285714285714,7.0,0.3045415019762846,0.471299360247077,0.6363636363636364,2.8944723618090453,0.0,0.012486919480040026,0.32892561983471075,0.2967032967032967,0.7777777777777778,0.03954824730354392,14.0,1.0,0.14285714285714285,7.0,0.3043351449275363,0.7823921482458068,0.875,3.0402010050251262,0.0,3,0,12.25,11.5,20,6,28.1875
graph_2_1_nodes_31_101,0.005896083407100261,0.3685185185185185,0.09523809523809523,0.8805714285714286,0.03176670564113439,7.0,0.418,0.08360000000000001,5.5820000000000025,0.24297296898177145,0.8842513617821409,0.9303333333333332,2.7135678391959797,0.0,0.004766422950354364,0.3251633986928105,0.0,0.9806666666666668,0.02808743344130191,5.0,0.057999999999999996,0.0145,4.942,0.21051433088740829,0.9839247152555785,0.9884,3.0753768844221105,0.0,4,0,11.6,8.0,26,5,57.04
graph_2_1_nodes_14_183,0.004236868130591118,0.33445378151260496,0.13333333333333333,1.0,0.0336466076993552,6.0,0.0,0.0,6.0,0.2883882836280287,1.0039525691699605,1.0,2.9899497487437188,0.0,0.0004864177365184293,0.31587301587301586,0.0,0.8400000000000001,0.04677155053271495,4.0,0.8,0.1,8.2,0.3374881782918803,0.8453995057339542,0.9111111111111112,3.1658291457286434,0.0,4,0,12.0,13.0,20,4,38.0
graph_4_5_nodes_60_123,0.008183925215065552,0.37832699619771865,0.08333333333333333,0.5433523809523809,0.024348232356135858,9.0,1.849,0.4898,4.151,0.15440095851041266,0.5460962374681926,0.6918333333333333,2.6432160804020097,0.0,0.002398921711023756,0.3579136690647482,0.0,0.5160992063492064,0.0189259482341259,4.0,1.669,0.5921666666666666,3.3310000000000004,0.15783076074066102,0.5183016153257262,0.6662,2.7939698492462317,0.0,2,0,11.333333333333336,9.0,21,4,50.88888888888889
graph_2_2_nodes_45_85,0.005989670761922243,0.35855855855855856,0.13333333333333333,0.9976,0.03357935187451802,6.0,0.012,0.006,5.9879999999999995,0.2773864943876764,1.0015446955261955,0.998,2.7889447236180898,0.00044117647058823536,0.011518168367339158,0.3776091081593928,0.19696969696969696,1.0,0.023679404898213567,12.0,0.0,0.0,4.0,0.1287617636145592,1.0026385224274406,1.0,2.648241206030151,0.0,3,0,16.75,16.0,29,6,74.6875
graph_2_3_nodes_118_132,0.002059018321068982,0.3338926174496644,0.2,1.0,0.028444774960798343,5.0,0.0,0.0,5.0,0.2065604388365258,1.003295978905735,1.0,2.9949748743718594,0.0,0.004451296445241194,0.3579136690647482,0.42857142857142855,0.9993333333333332,0.03435266999794829,7.0,0.003,0.001,5.997000000000001,0.23604819786535305,1.0032839380056944,0.9995,2.7939698492462317,0.0,3,0,12.0,9.5,24,5,54.5
graph_1_1_nodes_110_156,0.010857848731209464,0.3109375,0.3,0.1111111111111111,0.005617977528089888,5.0,4.0,4.0,1.0,0.045454545454545456,0.11177556293835364,0.2,3.2160804020100504,0.2272727272727273,0.0046834675539754395,0.2875722543352601,0.1,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.4773869346733663,0.13636363636363635,3,0,5.0,5.0,6,4,0.5
graph_3_2_nodes_110_180,0.0027678335117493308,0.33501683501683505,0.16666666666666666,0.9993333333333332,0.02918161219343004,4.0,0.002,0.0005,4.998,0.17444278972874674,1.002628004297109,0.9996,2.9849246231155777,0.0,0.009603120428680549,0.3651376146788991,0.1388888888888889,0.9936,0.021715036208312343,9.0,0.016,0.005333333333333333,3.984,0.259151794531015,0.996228031118172,0.996,2.738693467336684,0.0,4,0,14.4,15.0,27,4,60.64000000000001
graph_2_1_nodes_70_136,0.008198422459428204,0.3592057761732852,0.10714285714285714,0.6634523809523809,0.0221191971773728,8.0,1.014,0.25666666666666665,3.986,0.20521271558886428,0.6660851917042452,0.7972,2.7839195979899496,0.0,0.006611543285050439,0.34251290877796897,0.0,0.547,0.0280299720961161,5.0,2.055,0.41925,4.945,0.21534550142982484,0.5502686299313236,0.7064285714285714,2.9195979899497484,0.0,3,0,8.75,8.0,14,5,10.6875
graph_1_3_nodes_68_135,0.012500791715384851,0.3163751987281399,0.0,0.6,0.033895638925918875,6.0,2.0,0.3333333333333333,6.0,0.2610355731225296,0.6039630118890357,0.75,3.1608040201005023,0.0,0.010354141800411729,0.3080495356037152,0.19047619047619047,1.0,0.055866553041063034,7.0,0.0,0.0,10.0,0.4761490683229813,1.0065703022339028,1.0,3.2462311557788945,0.0,3,0,8.0,7.5,11,6,3.5
graph_4_4_nodes_42_185,0.0269889572618273,0.3849129593810445,0.06593406593406594,0.8565414141414142,0.040589785385778135,16.0,0.6859999999999999,0.10923809523809523,7.314,0.4077200830239627,0.8613589582101389,0.91425,2.597989949748744,0.001381243277795002,0.012294975774699304,0.37265917602996257,0.0,0.6191262980497763,0.08222779436710298,12.0,4.263999999999999,0.31507997002996996,13.735999999999999,0.43800828760789656,0.6281789327729843,0.7631111111111111,2.6834170854271355,0.008982828310581326,2,0,11.666666666666664,12.0,16,7,13.555555555555555
graph_4_4_nodes_24_93,0.011181465515808163,0.3719626168224299,0.05555555555555555,0.944904761904762,0.027812369038806583,9.0,0.16899999999999998,0.04441666666666667,4.831,0.2070054915722607,0.948090185956,0.9662,2.6884422110552766,6.976744186046511e-05,0.002561148208840301,0.34488734835355284,0.1,0.8969047619047619,0.03232933150242445,5.0,0.366,0.07540000000000001,5.6339999999999995,0.24673562127021104,0.9006185571818978,0.939,2.8994974874371864,0.0010523971584681304,3,0,9.0,8.5,14,5,10.5
graph_3_1_nodes_27_55,0.006579720707935561,0.3719626168224299,0.07142857142857142,0.5955072347941913,0.09201720417245736,8.0,5.087,0.3438633555986497,14.913,0.3976168069331729,0.6053389713509454,0.74565,2.6884422110552766,0.012985137697765069,0.005016776593347734,0.3631386861313868,0.14285714285714285,0.9996666666666668,0.0296815854492056,7.0,0.001,0.00025,4.999,0.15945403924800164,1.002961991601422,0.9998,2.753768844221105,0.0,3,0,12.75,7.5,30,6,99.6875
graph_1_4_nodes_91_185,0.01301237327594102,0.3090062111801242,0.14285714285714285,0.7777777777777778,0.03977272727272727,7.0,1.0,0.14285714285714285,7.0,0.2916666666666667,0.7823921482458068,0.875,3.2361809045226133,0.0,0.018563424620456133,0.3528368794326241,0.3111111111111111,0.5,0.06818181818181818,12.0,6.0,0.5,12.0,0.5,0.5079365079365079,0.6666666666666666,2.8341708542713566,0.0,2,0,9.666666666666666,10.0,12,7,4.2222222222222205
graph_1_5_nodes_99_131,0.016753694188127412,0.3431034482758621,0.14285714285714285,0.75,0.03435586434693471,8.0,1.0,0.16666666666666666,6.0,0.2367145299145299,0.7539577836411608,0.8571428571428571,2.914572864321608,0.0,0.02448026321803083,0.3316666666666667,0.10909090909090907,0.75,0.03468188160255132,11.0,1.0,0.16666666666666666,6.0,0.2222307692307693,0.7539577836411608,0.8571428571428571,3.0150753768844223,0.0,3,0,11.25,10.0,17,8,12.1875
graph_2_4_nodes_159_173,0.005253762259164492,0.30474732006125577,0.14285714285714285,0.7333333333333333,0.06110335315561865,7.0,2.0,0.18181818181818185,11.0,0.5506713032581454,0.7405749396532806,0.8461538461538461,3.2814070351758797,0.0,0.01936751338952432,0.3678373382624769,0.20512820512820512,1.0,0.03376221747920207,13.0,0.0,0.0,6.0,0.26983198990004925,1.0039525691699605,1.0,2.7185929648241207,0.0,4,0,7.8,7.0,13,5,8.959999999999997
graph_3_4_nodes_91_94,0.002765915740032662,0.3466898954703833,0.16666666666666666,0.996921212121212,0.044534883994931634,4.0,0.015,0.002457142857142857,7.985,0.3938240122404265,1.0021746227623198,0.998125,2.884422110552764,8.57142857142857e-05,0.0025931400267418013,0.3485113835376533,0.2,0.998,0.02785365639416832,5.0,0.006,0.0015,4.994,0.2463246124916971,1.0012920550798567,0.9988,2.869346733668342,0.0,2,0,11.333333333333336,5.0,25,4,93.55555555555556
graph_3_1_nodes_73_163,0.023748612069742027,0.4028340080971661,0.03296703296703297,0.9819636363636364,0.054162730345575116,14.0,0.09300000000000001,0.012232142857142856,8.907,0.2525590860911454,0.98782057781323,0.9896666666666668,2.4824120603015074,0.0006896976500539442,0.008782097123145488,0.3664825046040516,0.14285714285714285,0.7742222222222223,0.040524028398349635,7.0,1.02,0.14666666666666667,6.98,0.25252969508224954,0.7788235655186714,0.8725,2.728643216080402,0.0,3,0,9.5,8.5,14,7,7.25
graph_4_2_nodes_31_164,0.001836181216065384,0.3678373382624769,0.26666666666666666,0.6895809523809524,0.028761809312056744,6.0,1.155,0.2622,4.845,0.16089627076574844,0.6927794524559048,0.8075,2.7185929648241207,0.017094938988018643,0.009803651957863705,0.4316702819956616,0.054545454545454536,0.7512762626262627,0.03452127566976269,11.0,1.0859999999999999,0.2282666666666667,5.914,0.2434338241682407,0.7551768812022055,0.8448571428571429,2.3165829145728645,0.0028275514410197405,2,0,12.333333333333336,11.0,20,6,33.55555555555556
graph_4_1_nodes_38_196,0.011621324943894366,0.4128630705394191,0.12121212121212124,0.9110388888888888,0.03929767794030741,12.0,0.371,0.0668,6.629,0.2213644190336852,0.9154056634608762,0.9470000000000001,2.4221105527638187,0.0032419740168150744,0.007303443354523037,0.39019607843137255,0.1111111111111111,0.8445904761904762,0.03162616540259711,9.0,0.609,0.1542,5.391,0.19824464548950824,0.8481451192622246,0.8985,2.562814070351759,8.823529411764706e-05,3,0,15.75,11.5,31,9,78.6875
graph_3_5_nodes_68_163,0.054463865565708175,0.4298056155507559,0.08300395256916998,0.9680888888888888,0.04399799040705323,25.0,0.149,0.02276190476190476,7.851,0.369109689414495,0.973255305403402,0.981375,2.3266331658291457,0.0,0.009977388454194328,0.3692022263450835,0.1111111111111111,0.43895757575757577,0.02783455608412146,10.0,3.1289999999999996,0.6518666666666666,4.871,0.1954196234910628,0.44218194284046586,0.608875,2.7085427135678386,0.01466745610711128,3,0,11.75,8.0,25,6,61.1875
graph_1_1_nodes_34_134,0.0036867068848562656,0.2733516483516483,0.2,0.02490909090909091,0.001611764705882353,6.0,5.726,5.726,0.27399999999999997,0.009133333333333334,0.02509139297163249,0.04566666666666666,3.6582914572864316,0.15362506720430108,0.0014660508984730744,0.30335365853658536,0.4,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.2964824120603016,0.21875,5,0,11.666666666666664,6.0,33,4,106.88888888888893
graph_1_2_nodes_46_197,0.007947832190499687,0.3090062111801242,0.13333333333333333,0.7142857142857143,0.028914353920921364,6.0,1.0,0.2,5.0,0.1846938542938543,0.7175860443187176,0.8333333333333334,3.2361809045226133,0.0,0.013124462634902564,0.3235772357723577,0.19047619047619047,0.75,0.034697224705105625,7.0,1.0,0.16666666666666666,6.0,0.2216326251526252,0.7539577836411608,0.8571428571428571,3.0904522613065333,0.0,2,0,6.333333333333332,6.0,7,6,0.22222222222222224
graph_4_5_nodes_45_128,0.014382214926704991,0.37832699619771865,0.07575757575757576,0.9267142857142856,0.03304753618709659,12.0,0.259,0.0528,5.7410000000000005,0.24417708691285026,0.9304978990652688,0.9568333333333332,2.6432160804020097,0.00040296225513616814,0.012602153458256491,0.39250493096646943,0.10909090909090907,0.7792976023976025,0.046395365216066325,11.0,1.13,0.1472642857142857,7.87,0.2662268185306801,0.7844831859100191,0.8744444444444444,2.5477386934673367,0.0004331313131313132,3,0,11.25,11.5,16,6,12.6875
graph_2_5_nodes_125_173,0.1036258875494037,0.4617169373549884,0.12436974789915968,1.0,0.030406167378420768,37.0,0.0,0.0,5.0,0.140682935140172,1.003295978905735,1.0,2.1658291457286434,0.0,0.00548644444119212,0.3241042345276873,0.09523809523809523,0.3668333333333333,0.019465077092737832,7.0,2.799,0.8995,3.201,0.09029628920182013,0.3689535485499699,0.5335,3.085427135678392,0.08939200359882224,3,0,17.75,15.0,37,4,175.6875
graph_4_4_nodes_108_118,0.016238897266638117,0.37904761904761897,0.07272727272727272,0.8220000000000001,0.03161664524602161,11.0,0.629,0.1282,5.371,0.18821687384862248,0.8255422486348014,0.8951666666666667,2.6381909547738696,0.0,0.003318463222483292,0.35855855855855856,0.2,0.8195357142857143,0.026212460134020867,6.0,0.5529999999999999,0.14533333333333334,4.447,0.15534171631731214,0.8224699407537133,0.8894,2.7889447236180898,0.0037030304806573095,3,0,8.25,8.0,11,6,5.1875
graph_3_2_nodes_52_185,0.007272913636966877,0.3553571428571429,0.0,0.9359642857142856,0.026179649729215583,7.0,0.222,0.07325,4.7780000000000005,0.29859468556762897,0.939114810378782,0.9556,2.814070351758794,0.0,0.0030626919393579198,0.3685185185185185,0.2857142857142857,0.5018983069104809,0.0694462457892499,7.0,5.973,0.4973764235764236,12.027000000000001,0.4527529538231148,0.5098521483864155,0.6681666666666667,2.7135678391959797,0.0006538461538461537,3,0,12.5,7.0,30,6,102.25
graph_3_1_nodes_40_192,0.006254037369590414,0.3611615245009073,0.047619047619047616,0.9988888888888888,0.048521053096368304,7.0,0.005,0.0007142857142857143,7.995,0.2289536930801213,1.0041488028464922,0.999375,2.7688442211055286,0.0,0.007540299793522435,0.3940594059405941,0.14285714285714285,0.9732714285714286,0.0356639188612821,8.0,0.098,0.0221,5.902,0.1726803480819724,0.9771600290673365,0.9836666666666668,2.5376884422110555,0.0008075878198790988,2,0,8.0,8.0,9,7,0.6666666666666666
graph_3_4_nodes_17_65,0.003680193135018834,0.3705772811918063,0.2,0.670047619047619,0.02376113125851764,5.0,0.991,0.2484166666666667,4.0089999999999995,0.1294008105356352,0.6726955023250984,0.8018000000000001,2.6984924623115583,0.00021373414230557088,0.010144406958019835,0.3761814744801512,0.14285714285714285,0.9946666666666668,0.03891357256005488,8.0,0.022000000000000002,0.003866666666666666,6.978,0.3444972515259572,0.9992606426101048,0.9968571428571428,2.6582914572864316,0.0005039835164835165,3,0,18.5,16.5,36,5,160.25
graph_3_4_nodes_61_141,0.0038516323327690686,0.35663082437275984,0.0,0.7948333333333333,0.03719733617842532,4.0,0.8220000000000001,0.1374,6.178,0.2059318573607992,0.7989068925059363,0.8825714285714286,2.8040201005025125,0.00045662232504337764,0.009813230876598224,0.3754716981132076,0.09523809523809523,0.6009320261437908,0.05926670004480938,7.0,3.824,0.4548463480963481,10.176,0.544651216340235,0.6076435255246582,0.7268571428571429,2.663316582914573,0.08943755100916444,3,0,15.5,12.5,33,4,129.25
graph_3_3_nodes_60_126,0.009557207575834786,0.3698884758364313,0.09523809523809523,0.9702857142857144,0.0347487469788644,7.0,0.10400000000000001,0.020800000000000003,5.896,0.1998191384539581,0.9741704505854312,0.9826666666666668,2.7035175879396984,0.0,0.001852734258031229,0.31437598736176936,0.2,0.3869575757575757,0.0256028108743002,5.0,3.59,0.8576,4.41,0.16435749601532745,0.3898788583923226,0.55125,3.1809045226130648,0.0,4,0,11.0,7.0,27,5,66.8
graph_1_2_nodes_88_122,0.0061391980087649786,0.30060422960725075,0.2,0.8,0.044948390782708056,5.0,1.0,0.125,8.0,0.3633517786561265,0.805270092226614,0.8888888888888888,3.3266331658291457,0.0,0.007949296783737179,0.31437598736176936,0.3888888888888889,0.6,0.017045454545454544,9.0,1.0,0.3333333333333333,3.0,0.125,0.6019828155981494,0.75,3.1809045226130648,0.0,4,0,10.6,8.0,23,5,40.24
graph_3_1_nodes_0_31,0.0031192563934115533,0.34133790737564323,0.2,0.3698058608058608,0.032508905398390804,5.0,4.636,0.8959999999999999,5.364,0.15552610727245286,0.3733620216942049,0.5364,2.9296482412060296,0.009023559545713428,0.0024802464186174013,0.3338926174496644,0.3,0.9849285714285714,0.034523682452302286,5.0,0.053,0.0107,5.947,0.2152597065718817,0.9888465693360228,0.9911666666666666,2.9949748743718594,0.0,3,0,12.5,5.5,34,5,154.25
graph_2_3_nodes_96_130,0.006823268274823557,0.3671586715867159,0.3055555555555556,0.5,0.0456094254438424,9.0,4.0,0.5,8.0,0.32551454973368016,0.5052910052910053,0.6666666666666666,2.7236180904522613,0.0,0.008208932459367945,0.3528368794326241,0.2888888888888889,0.4997692307692307,0.034675152973531416,10.0,3.002,0.5006,5.9979999999999976,0.2221401942468204,0.5037361751347835,0.6664444444444444,2.8341708542713566,0.11113262426192516,3,0,16.0,14.5,26,9,48.5
graph_3_1_nodes_22_159,0.007416327538422187,0.3579136690647482,0.09523809523809523,0.8639482517482517,0.047651789395227184,7.0,0.715,0.09653214285714286,8.285,0.33408995954668336,0.8694022608867782,0.9205555555555556,2.7939698492462317,6.122448979591836e-05,0.006482372975340467,0.37335834896810505,0.047619047619047616,0.6269909663865546,0.060446477205080826,7.0,2.995,0.3022979797979798,10.005,0.2925343618406868,0.633590212466916,0.7696153846153847,2.6783919597989962,0.008804969802123684,3,0,10.75,8.0,20,7,29.1875
graph_1_5_nodes_1_127,0.01678630751866317,0.3128930817610063,0.14285714285714285,1.0,0.03468188160255132,10.0,0.0,0.0,6.0,0.2222307692307693,1.0039525691699605,1.0,3.1959798994974875,0.0,0.0006528858516067287,0.2756232686980609,0.3333333333333333,1.0,0.02290390956462314,4.0,0.0,0.0,4.0,0.1578096866096866,1.0026385224274406,1.0,3.628140703517588,0.0,4,0,8.6,10.0,11,4,6.24
graph_1_2_nodes_16_117,0.02783282951439672,0.3509700176366843,0.24175824175824176,0.625,0.059171597633136085,14.0,3.0,0.3,10.0,0.3225806451612903,0.6315963060686016,0.7692307692307693,2.849246231155779,0.0967741935483871,0.010066413371831524,0.3294701986754967,0.2,1.0,0.0402103448275862,6.0,0.0,0.0,7.0,0.2701461538461538,1.0046082949308757,1.0,3.0351758793969847,0.0,3,0,8.5,7.0,14,6,10.25
graph_4_2_nodes_59_192,0.0013615126807280074,0.35855855855855856,0.1,0.8789050505050505,0.04331600458397596,5.0,0.5760000000000001,0.0903904761904762,7.423999999999999,0.3131768550498035,0.8837940951972897,0.9279999999999999,2.7889447236180898,0.0020605584918717045,0.006281728383560646,0.4094650205761317,0.08333333333333333,0.6353571428571428,0.026368854016315564,9.0,1.5190000000000001,0.4469,4.481,0.16714879172546565,0.6383161839732249,0.7468333333333333,2.442211055276382,0.01978610657425948,3,0,11.75,9.5,23,5,45.6875
graph_1_4_nodes_27_47,0.0070858212671657955,0.30243161094224924,0.2,0.7391304347826086,0.09659090909090907,6.0,3.0,0.17647058823529413,17.0,0.7083333333333334,0.7502926146906849,0.85,3.3065326633165832,0.0,0.0013083285156433506,0.28067700987306066,0.3,0.42857142857142855,0.016760719160702563,5.0,2.0,0.6666666666666666,3.0,0.14279277244494634,0.4305568686773187,0.6,3.5628140703517586,0.0,3,0,7.5,7.5,10,5,4.25
graph_1_5_nodes_57_98,0.045534403410199466,0.3987975951903808,0.25263157894736843,0.4545454545454545,0.02958579881656805,20.0,3.0,0.6,5.0,0.16129032258064516,0.4578545213886048,0.625,2.507537688442211,0.0,0.007866642275909169,0.3528368794326241,0.3928571428571429,0.7142857142857143,0.028571428571428567,8.0,1.0,0.2,5.0,0.2,0.7175860443187176,0.8333333333333334,2.8341708542713566,0.0,2,0,20.33333333333333,20.0,33,8,104.22222222222223
graph_1_5_nodes_113_130,0.00445950426264887,0.3294701986754967,0.5,1.0,0.035502958579881665,9.0,0.0,0.0,6.0,0.1935483870967742,1.0039525691699605,1.0,3.0351758793969847,0.0,0.013890540147530836,0.3436960276338515,0.10909090909090907,0.6363636363636364,0.03932518360429352,13.0,2.0,0.2857142857142857,7.0,0.31822727272727275,0.6409840984098409,0.7777777777777778,2.9095477386934667,0.0,3,0,15.25,11.0,31,8,86.1875
graph_3_5_nodes_13_118,0.012426610978428407,0.39250493096646943,0.13636363636363635,0.5997090909090909,0.03420405568080951,12.0,2.002,0.33386666666666664,5.9979999999999976,0.2446441537086093,0.6036707949080348,0.74975,2.5477386934673367,0.0,0.002092968867339452,0.3235772357723577,0.2,0.9978571428571428,0.027910993791989042,5.0,0.006999999999999999,0.0020833333333333333,4.993,0.24068567365647145,1.0011485387723391,0.9986,3.0904522613065333,0.00015310077519379846,3,0,9.0,9.5,12,5,9.5
graph_4_1_nodes_130_160,0.006694853064842111,0.3956262425447316,0.07142857142857142,0.7639321678321679,0.04600163206670673,8.0,1.2790000000000001,0.1825,7.721,0.2773624322308288,0.7690202605680282,0.8578888888888888,2.527638190954774,0.01839275112180125,0.0024419340230588506,0.33001658374792703,0.1,0.6009994949494949,0.027533510748832105,7.0,2.165,0.7287333333333333,4.835,0.2622840281215707,0.6041912863150376,0.6907142857142857,3.030150753768844,0.03995063391724138,4,0,11.4,13.0,16,7,11.44
graph_4_4_nodes_71_86,0.008652567654649486,0.3856589147286822,0.16666666666666666,0.778479292929293,0.035372572555682866,9.0,0.9209999999999999,0.16583333333333333,6.079,0.2354830529649236,0.7824880435241494,0.8684285714285714,2.5929648241206027,0.00014285714285714284,0.003922362470312422,0.3540925266903915,0.13333333333333333,0.7336,0.019304885534920616,6.0,0.685,0.2473333333333333,3.315,0.12676648255868134,0.735789214738293,0.82875,2.8241206030150754,0.0,2,0,10.0,9.0,15,6,14.0
graph_1_4_nodes_45_192,0.002476036030835325,0.28924418604651164,0.3,0.5,0.022719842981876882,7.0,2.0,0.5,4.0,0.16709391304347826,0.5026455026455027,0.6666666666666666,3.457286432160804,0.1253204347826087,0.01967259079958224,0.3278418451400329,0.0,1.0,0.03409090909090909,6.0,0.0,0.0,6.0,0.25,1.0039525691699605,1.0,3.050251256281407,0.0,3,0,8.5,8.5,11,6,4.25
graph_2_1_nodes_16_146,0.011678689158660478,0.3747645951035782,0.1388888888888889,0.7320488095238095,0.0637348999705662,9.0,2.012,0.18325606060606064,10.988,0.3985134340385526,0.7392826696968501,0.8452307692307692,2.6683417085427137,0.00013793103448275865,0.0037099241375875007,0.33728813559322035,0.13333333333333333,0.8331923076923077,0.058838179577893585,6.0,1.001,0.10012222222222222,9.999,0.3326782441348973,0.8397706088753907,0.909,2.964824120603016,0.0,3,0,9.25,10.0,11,6,4.1875
graph_3_3_nodes_99_108,0.00767107478760815,0.3658088235294117,0.0,0.7352444444444445,0.03505135410477532,7.0,1.09,0.1911,5.91,0.1901596481178572,0.7391433208824789,0.8442857142857142,2.7336683417085426,0.0,0.003663774465585582,0.35346358792184723,0.06666666666666668,0.9426666666666668,0.03361653148275538,6.0,0.214,0.0492,5.7860000000000005,0.21025965781499464,0.9464795115957928,0.9643333333333334,2.8291457286432165,0.001011740948671308,3,0,8.75,8.5,12,6,5.6875
graph_1_3_nodes_3_167,0.008627192510178485,0.3163751987281399,0.2222222222222222,0.6666666666666666,0.04678362573099415,10.0,2.0,0.25,8.0,0.27586206896551724,0.6719437115215479,0.8,3.1608040201005023,0.0,0.017324902697395332,0.35727109515260325,0.37777777777777777,1.0,0.04093856209150327,10.0,0.0,0.0,7.0,0.24128275862068965,1.0046082949308757,1.0,2.798994974874372,0.0,3,0,11.5,10.0,18,8,14.75
graph_4_5_nodes_123_148,0.002398921711023756,0.3579136690647482,0.0,0.5160992063492064,0.0189259482341259,4.0,1.669,0.5921666666666666,3.3310000000000004,0.15783076074066102,0.5183016153257262,0.6662,2.7939698492462317,0.0,0.003930030216806154,0.3579136690647482,0.0,0.7360150727260627,0.11768146719690108,6.0,3.778,0.19720692052148506,20.222,0.8135622277835604,0.7492739263023644,0.8425833333333334,2.7939698492462317,0.05529971869223816,4,0,11.2,7.0,23,4,51.75999999999999
