,Same Community
graph_4_4_nodes_112_171,0
graph_2_2_nodes_91_143,0
graph_2_2_nodes_36_170,0
graph_4_2_nodes_34_163,0
graph_1_1_nodes_29_42,0
graph_4_5_nodes_43_101,0
graph_1_4_nodes_62_111,0
graph_1_1_nodes_66_159,0
graph_4_4_nodes_25_124,0
graph_3_1_nodes_115_126,0
graph_2_2_nodes_1_88,0
graph_3_4_nodes_35_127,0
graph_2_5_nodes_114_199,0
graph_1_2_nodes_96_183,0
graph_2_4_nodes_51_107,0
graph_3_2_nodes_24_167,0
graph_3_4_nodes_80_148,0
graph_3_5_nodes_58_192,0
graph_1_1_nodes_55_133,1
graph_1_2_nodes_12_15,0
graph_2_4_nodes_15_67,0
graph_1_2_nodes_50_184,1
graph_1_3_nodes_5_31,0
graph_2_2_nodes_69_121,0
graph_2_4_nodes_102_197,0
graph_3_3_nodes_5_193,0
graph_1_5_nodes_40_50,0
graph_2_5_nodes_63_117,0
graph_3_1_nodes_21_77,0
graph_1_3_nodes_126_187,0
graph_3_4_nodes_24_116,1
graph_4_4_nodes_70_145,0
graph_1_3_nodes_22_155,0
graph_1_3_nodes_159_183,0
graph_3_1_nodes_4_74,0
graph_2_3_nodes_152_179,0
graph_4_5_nodes_8_120,0
graph_4_1_nodes_185_197,0
graph_2_4_nodes_79_103,0
graph_2_1_nodes_118_187,0
graph_3_1_nodes_16_115,1
graph_3_3_nodes_52_129,0
graph_2_2_nodes_2_166,0
graph_4_4_nodes_68_157,0
graph_1_4_nodes_138_198,0
graph_2_5_nodes_54_73,0
graph_1_3_nodes_40_193,0
graph_3_1_nodes_14_146,0
graph_2_2_nodes_47_121,0
graph_4_5_nodes_88_196,0
graph_1_1_nodes_57_144,0
graph_2_3_nodes_72_102,0
graph_2_4_nodes_47_155,1
graph_2_3_nodes_65_138,0
graph_2_1_nodes_44_182,0
graph_2_3_nodes_149_166,1
graph_4_2_nodes_43_191,0
graph_2_5_nodes_88_131,0
graph_2_1_nodes_58_72,0
graph_1_3_nodes_135_195,0
graph_3_2_nodes_61_78,0
graph_4_2_nodes_25_117,0
graph_4_3_nodes_56_129,0
graph_2_4_nodes_57_194,0
graph_4_5_nodes_105_195,0
graph_1_3_nodes_21_174,0
graph_3_2_nodes_13_43,0
graph_1_4_nodes_68_111,0
graph_4_2_nodes_51_89,0
graph_1_1_nodes_56_73,0
graph_2_1_nodes_42_93,0
graph_3_2_nodes_51_156,0
graph_2_1_nodes_61_130,1
graph_3_2_nodes_2_24,0
graph_3_5_nodes_31_54,0
graph_1_1_nodes_3_73,0
graph_3_4_nodes_10_75,0
graph_3_2_nodes_96_187,0
graph_2_5_nodes_62_76,0
graph_4_2_nodes_48_184,0
graph_2_4_nodes_53_133,0
graph_3_5_nodes_165_183,0
graph_4_2_nodes_13_96,0
graph_2_2_nodes_179_196,0
graph_2_3_nodes_116_173,0
graph_3_1_nodes_162_166,0
graph_1_4_nodes_88_90,0
graph_1_5_nodes_41_43,0
graph_1_3_nodes_99_108,0
graph_3_2_nodes_51_146,0
graph_4_5_nodes_25_39,0
graph_2_2_nodes_7_75,0
graph_3_4_nodes_27_30,0
graph_4_1_nodes_45_191,0
graph_1_3_nodes_44_198,0
graph_1_5_nodes_12_168,0
graph_3_4_nodes_112_187,0
graph_4_2_nodes_19_141,0
graph_2_2_nodes_15_34,0
graph_2_4_nodes_29_151,0
graph_1_5_nodes_162_193,0
graph_1_4_nodes_41_62,0
graph_3_5_nodes_83_136,0
graph_3_2_nodes_165_198,0
graph_3_4_nodes_29_120,0
graph_1_3_nodes_41_198,0
graph_1_4_nodes_10_116,0
graph_1_5_nodes_103_150,0
graph_4_5_nodes_39_152,0
graph_1_4_nodes_29_152,0
graph_3_1_nodes_31_105,0
graph_2_2_nodes_89_142,1
graph_1_3_nodes_0_119,0
graph_3_5_nodes_91_170,1
graph_3_2_nodes_48_55,0
graph_4_5_nodes_91_163,0
graph_4_3_nodes_113_181,0
graph_2_2_nodes_13_23,1
graph_4_5_nodes_64_149,0
graph_1_4_nodes_104_149,0
graph_1_2_nodes_31_195,0
graph_3_5_nodes_6_187,0
graph_3_2_nodes_91_108,0
graph_2_4_nodes_17_198,0
graph_4_4_nodes_23_65,0
graph_1_5_nodes_109_145,0
graph_4_1_nodes_114_184,0
graph_1_3_nodes_0_109,0
graph_1_4_nodes_86_178,0
graph_1_4_nodes_162_194,0
graph_4_5_nodes_75_82,0
graph_2_1_nodes_5_59,0
graph_4_2_nodes_69_197,0
graph_4_5_nodes_9_54,0
graph_3_2_nodes_65_81,0
graph_2_5_nodes_180_195,0
graph_2_3_nodes_52_149,0
graph_4_5_nodes_146_186,0
graph_2_2_nodes_36_180,1
graph_3_1_nodes_80_185,0
graph_4_5_nodes_146_183,0
graph_3_1_nodes_45_76,0
graph_1_4_nodes_166_196,0
graph_2_4_nodes_0_73,0
graph_4_3_nodes_46_125,0
graph_2_2_nodes_185_197,1
graph_4_4_nodes_131_185,0
graph_3_1_nodes_38_196,0
graph_3_5_nodes_90_114,0
graph_1_4_nodes_125_140,0
graph_3_3_nodes_107_121,1
graph_4_3_nodes_92_148,0
graph_4_4_nodes_138_155,0
graph_4_4_nodes_19_106,0
graph_4_1_nodes_27_101,0
graph_3_1_nodes_75_151,0
graph_4_4_nodes_4_161,0
graph_1_3_nodes_119_129,0
graph_4_3_nodes_4_7,0
graph_2_5_nodes_48_173,0
graph_2_4_nodes_24_181,0
graph_1_2_nodes_14_64,0
graph_2_2_nodes_39_73,0
graph_4_3_nodes_5_123,0
graph_2_2_nodes_6_141,0
graph_2_1_nodes_27_89,0
graph_1_5_nodes_132_168,0
graph_2_5_nodes_21_54,0
graph_1_2_nodes_97_114,0
graph_3_5_nodes_18_152,0
graph_4_1_nodes_55_100,0
graph_1_4_nodes_0_115,0
graph_4_2_nodes_54_91,0
graph_2_4_nodes_39_125,0
graph_3_4_nodes_73_154,0
graph_3_3_nodes_85_176,0
graph_1_1_nodes_97_193,0
graph_3_3_nodes_116_162,0
graph_4_4_nodes_18_56,0
graph_2_1_nodes_42_122,0
graph_2_2_nodes_19_145,0
graph_2_5_nodes_179_182,0
graph_3_1_nodes_6_78,0
graph_3_1_nodes_79_166,0
graph_4_5_nodes_23_163,0
graph_3_3_nodes_137_184,0
graph_1_5_nodes_1_20,0
graph_2_2_nodes_67_161,0
graph_4_1_nodes_8_53,0
graph_3_3_nodes_49_59,0
graph_4_3_nodes_52_119,0
graph_1_2_nodes_50_109,1
graph_1_1_nodes_89_122,1
graph_3_2_nodes_9_117,0
graph_3_3_nodes_61_138,0
graph_1_1_nodes_63_178,1
graph_3_5_nodes_130_195,0
graph_3_3_nodes_101_120,0
graph_1_2_nodes_46_63,0
graph_2_2_nodes_63_91,0
graph_2_1_nodes_72_85,0
graph_1_2_nodes_73_94,0
graph_2_5_nodes_136_189,0
graph_2_1_nodes_93_173,0
graph_2_1_nodes_31_139,0
graph_4_1_nodes_3_70,0
graph_3_5_nodes_21_50,1
graph_2_4_nodes_100_109,0
graph_1_2_nodes_66_119,0
graph_1_3_nodes_64_74,0
graph_3_1_nodes_57_110,0
graph_2_1_nodes_27_173,0
graph_2_4_nodes_73_181,0
graph_1_3_nodes_10_16,0
graph_3_3_nodes_21_158,1
graph_4_2_nodes_81_136,0
graph_2_1_nodes_32_139,0
graph_4_1_nodes_12_65,0
graph_2_1_nodes_109_130,1
graph_4_2_nodes_45_161,0
graph_2_3_nodes_69_183,1
graph_2_5_nodes_62_63,0
graph_2_2_nodes_11_159,0
graph_2_2_nodes_60_91,1
graph_2_1_nodes_36_103,0
graph_1_2_nodes_3_35,0
graph_4_3_nodes_137_169,0
graph_4_3_nodes_78_160,0
graph_1_3_nodes_16_190,1
graph_2_5_nodes_26_199,0
graph_4_1_nodes_26_183,0
graph_3_2_nodes_75_133,0
graph_3_5_nodes_117_133,0
graph_3_1_nodes_19_195,0
graph_2_3_nodes_92_120,0
graph_3_1_nodes_104_170,0
graph_4_1_nodes_111_160,0
graph_4_5_nodes_78_80,0
graph_3_5_nodes_50_144,1
graph_1_1_nodes_68_178,0
graph_1_5_nodes_148_177,0
graph_1_1_nodes_59_195,0
graph_4_5_nodes_69_118,0
graph_1_3_nodes_117_147,0
graph_4_1_nodes_76_148,0
graph_4_1_nodes_13_198,0
graph_4_1_nodes_118_179,0
graph_1_2_nodes_155_179,0
graph_2_5_nodes_71_180,1
graph_3_3_nodes_33_103,0
graph_1_5_nodes_73_184,0
graph_2_2_nodes_71_93,0
graph_2_3_nodes_53_128,0
graph_4_5_nodes_142_190,0
graph_2_1_nodes_163_187,0
graph_3_3_nodes_93_193,0
graph_4_2_nodes_132_167,0
graph_1_3_nodes_103_151,0
graph_1_3_nodes_0_197,0
graph_2_4_nodes_105_192,0
graph_3_3_nodes_162_185,0
graph_1_5_nodes_183_186,0
graph_2_3_nodes_6_167,0
graph_4_5_nodes_72_145,0
graph_2_1_nodes_40_128,0
graph_3_5_nodes_62_182,0
graph_1_3_nodes_49_61,0
graph_2_1_nodes_180_186,0
graph_2_1_nodes_71_159,0
graph_4_2_nodes_75_166,0
graph_4_2_nodes_154_168,0
graph_1_3_nodes_84_147,0
graph_1_1_nodes_2_67,0
graph_3_1_nodes_41_85,0
graph_1_2_nodes_33_186,0
graph_3_1_nodes_38_85,1
graph_1_4_nodes_37_177,0
graph_2_4_nodes_39_150,1
graph_1_3_nodes_2_118,0
graph_4_4_nodes_157_190,0
graph_2_4_nodes_35_175,0
graph_4_4_nodes_14_117,0
graph_2_1_nodes_73_144,0
graph_3_4_nodes_101_180,0
graph_2_3_nodes_22_124,0
graph_2_1_nodes_136_158,0
graph_4_2_nodes_81_180,1
graph_1_1_nodes_61_188,0
graph_3_2_nodes_10_188,0
graph_3_3_nodes_82_151,0
graph_1_1_nodes_19_27,0
graph_2_5_nodes_2_34,0
graph_1_4_nodes_97_143,0
graph_3_1_nodes_2_150,0
graph_2_5_nodes_2_137,0
graph_4_3_nodes_65_104,0
graph_4_4_nodes_62_103,0
graph_4_2_nodes_40_45,0
graph_4_4_nodes_54_104,0
graph_4_1_nodes_163_194,0
graph_3_2_nodes_174_197,0
graph_2_1_nodes_47_92,0
graph_1_5_nodes_40_106,0
graph_1_5_nodes_60_73,0
graph_1_2_nodes_157_158,0
graph_1_5_nodes_13_51,0
graph_1_2_nodes_61_174,0
graph_1_1_nodes_15_33,0
graph_3_4_nodes_9_155,0
graph_2_2_nodes_48_133,1
graph_4_4_nodes_42_176,0
graph_4_4_nodes_77_178,0
graph_2_4_nodes_31_93,0
graph_3_4_nodes_37_150,0
graph_3_1_nodes_46_49,0
graph_3_4_nodes_87_119,0
graph_2_2_nodes_135_142,0
graph_4_3_nodes_103_192,0
graph_4_4_nodes_1_98,0
graph_3_3_nodes_36_104,1
graph_2_3_nodes_50_90,0
graph_3_3_nodes_79_184,0
graph_3_3_nodes_124_135,0
graph_1_4_nodes_116_188,0
graph_4_3_nodes_50_136,0
graph_3_4_nodes_162_179,0
graph_4_4_nodes_92_167,0
graph_4_1_nodes_59_124,0
graph_1_3_nodes_48_120,0
graph_1_4_nodes_85_161,0
graph_3_5_nodes_40_189,0
graph_2_5_nodes_159_179,0
graph_1_2_nodes_68_149,0
graph_1_4_nodes_19_149,0
graph_1_4_nodes_6_52,0
graph_1_4_nodes_116_156,0
graph_2_2_nodes_16_169,0
graph_1_3_nodes_30_57,0
graph_2_1_nodes_31_101,0
graph_2_1_nodes_14_183,0
graph_4_5_nodes_60_123,0
graph_2_2_nodes_45_85,0
graph_2_3_nodes_118_132,0
graph_1_1_nodes_110_156,1
graph_3_2_nodes_110_180,0
graph_2_1_nodes_70_136,0
graph_1_3_nodes_68_135,0
graph_4_4_nodes_42_185,0
graph_4_4_nodes_24_93,0
graph_3_1_nodes_27_55,0
graph_1_4_nodes_91_185,0
graph_1_5_nodes_99_131,0
graph_2_4_nodes_159_173,0
graph_3_4_nodes_91_94,1
graph_3_1_nodes_73_163,0
graph_4_2_nodes_31_164,1
graph_4_1_nodes_38_196,0
graph_3_5_nodes_68_163,0
graph_1_1_nodes_34_134,0
graph_1_2_nodes_46_197,1
graph_4_5_nodes_45_128,0
graph_2_5_nodes_125_173,0
graph_4_4_nodes_108_118,0
graph_3_2_nodes_52_185,0
graph_3_1_nodes_40_192,0
graph_3_4_nodes_17_65,0
graph_3_4_nodes_61_141,0
graph_3_3_nodes_60_126,1
graph_1_2_nodes_88_122,0
graph_3_1_nodes_0_31,0
graph_2_3_nodes_96_130,0
graph_3_1_nodes_22_159,0
graph_1_5_nodes_1_127,0
graph_1_2_nodes_16_117,0
graph_4_2_nodes_59_192,0
graph_1_4_nodes_27_47,0
graph_1_5_nodes_57_98,0
graph_1_5_nodes_113_130,0
graph_3_5_nodes_13_118,0
graph_4_1_nodes_130_160,1
graph_4_4_nodes_71_86,0
graph_1_4_nodes_45_192,0
graph_2_1_nodes_16_146,0
graph_3_3_nodes_99_108,0
graph_1_3_nodes_3_167,0
graph_4_5_nodes_123_148,0
graph_3_4_nodes_77_80,0
graph_3_3_nodes_57_133,1
graph_4_4_nodes_52_154,1
graph_1_1_nodes_67_165,0
graph_3_5_nodes_59_190,1
graph_3_1_nodes_131_150,0
graph_3_3_nodes_22_38,0
graph_3_2_nodes_156_157,0
graph_4_2_nodes_51_124,0
graph_1_3_nodes_156_167,0
graph_2_2_nodes_110_177,0
graph_4_3_nodes_33_61,0
graph_2_1_nodes_23_164,0
graph_3_1_nodes_33_141,1
graph_2_5_nodes_55_137,0
graph_1_4_nodes_69_128,0
graph_1_4_nodes_13_105,0
graph_3_2_nodes_35_74,0
graph_3_2_nodes_36_72,0
graph_4_5_nodes_76_117,0
graph_3_1_nodes_146_171,0
graph_3_4_nodes_95_108,0
graph_3_1_nodes_71_112,0
graph_4_2_nodes_43_198,0
graph_1_1_nodes_30_139,0
graph_1_4_nodes_66_145,0
graph_3_3_nodes_128_144,0
graph_2_3_nodes_136_184,0
graph_1_4_nodes_158_193,0
graph_2_5_nodes_10_168,0
graph_3_1_nodes_18_63,0
graph_3_3_nodes_57_66,0
graph_3_4_nodes_35_46,0
graph_1_5_nodes_94_180,0
graph_3_4_nodes_61_165,0
graph_1_3_nodes_7_133,0
graph_2_5_nodes_105_126,0
graph_2_1_nodes_90_144,0
graph_1_2_nodes_2_183,0
graph_3_2_nodes_2_86,0
graph_1_2_nodes_8_80,0
graph_3_5_nodes_170_178,0
graph_4_1_nodes_5_102,0
graph_3_3_nodes_72_170,0
graph_1_2_nodes_42_49,0
graph_4_3_nodes_88_126,0
graph_3_5_nodes_93_149,0
graph_1_5_nodes_51_189,0
graph_1_5_nodes_1_65,0
graph_1_4_nodes_17_119,0
graph_2_1_nodes_113_179,0
graph_1_2_nodes_52_143,0
graph_3_2_nodes_50_89,0
graph_2_2_nodes_66_189,0
graph_1_4_nodes_17_182,0
graph_3_3_nodes_45_66,0
graph_2_3_nodes_37_195,1
graph_3_3_nodes_55_85,0
graph_3_5_nodes_39_151,0
graph_2_2_nodes_6_70,0
graph_4_3_nodes_71_126,0
graph_3_1_nodes_61_104,0
graph_1_1_nodes_32_195,0
graph_3_1_nodes_139_146,0
graph_2_1_nodes_46_80,1
graph_3_5_nodes_37_173,0
graph_2_1_nodes_37_44,0
graph_3_1_nodes_133_178,1
graph_2_3_nodes_109_175,0
graph_1_1_nodes_46_72,0
graph_4_2_nodes_102_180,1
graph_4_5_nodes_3_132,0
graph_3_2_nodes_25_134,0
graph_3_4_nodes_107_183,0
graph_1_1_nodes_50_172,0
graph_2_5_nodes_14_32,0
graph_3_4_nodes_64_167,0
graph_2_1_nodes_10_27,0
graph_2_4_nodes_83_154,0
graph_2_2_nodes_37_76,0
graph_4_4_nodes_1_159,0
graph_1_2_nodes_24_188,0
graph_1_4_nodes_154_164,1
graph_3_1_nodes_15_34,1
graph_1_3_nodes_19_149,0
graph_2_4_nodes_71_106,0
graph_4_4_nodes_83_85,0
graph_4_4_nodes_58_145,1
graph_2_4_nodes_5_130,0
graph_3_2_nodes_147_150,0
graph_1_3_nodes_58_193,0
graph_1_3_nodes_14_115,0
graph_1_2_nodes_13_121,0
graph_4_2_nodes_33_166,1
graph_2_2_nodes_6_17,0
graph_3_5_nodes_54_142,0
graph_1_4_nodes_57_151,0
graph_1_3_nodes_126_149,0
graph_4_2_nodes_42_129,0
graph_1_5_nodes_176_196,1
graph_1_3_nodes_6_154,1
graph_3_5_nodes_163_191,0
graph_1_2_nodes_33_126,0
graph_3_5_nodes_8_71,0
graph_2_1_nodes_126_148,0
graph_2_5_nodes_122_168,0
graph_4_4_nodes_126_162,0
graph_4_3_nodes_33_137,0
graph_1_1_nodes_65_155,0
graph_2_4_nodes_27_93,0
graph_1_2_nodes_5_93,0
graph_1_4_nodes_134_135,0
graph_4_4_nodes_77_133,0
graph_2_3_nodes_30_88,0
graph_4_2_nodes_24_29,0
graph_2_1_nodes_43_172,0
graph_2_5_nodes_31_128,0
graph_2_5_nodes_23_131,0
graph_4_2_nodes_8_138,0
graph_1_4_nodes_95_184,0
graph_4_4_nodes_125_130,0
graph_3_2_nodes_25_34,0
graph_3_1_nodes_7_161,1
graph_2_4_nodes_130_155,0
graph_2_4_nodes_104_121,1
graph_1_3_nodes_32_89,0
graph_3_1_nodes_59_74,0
graph_4_2_nodes_52_190,0
graph_1_5_nodes_4_92,0
graph_1_4_nodes_16_163,0
graph_3_2_nodes_61_104,0
graph_2_3_nodes_95_133,0
graph_4_1_nodes_14_36,0
graph_2_3_nodes_180_188,0
graph_2_4_nodes_15_62,0
graph_3_5_nodes_4_182,0
graph_1_3_nodes_134_180,1
graph_2_5_nodes_118_169,0
graph_2_2_nodes_117_197,0
graph_1_3_nodes_40_93,0
graph_1_3_nodes_13_35,0
graph_2_5_nodes_163_192,0
graph_4_3_nodes_76_151,0
graph_1_4_nodes_150_157,0
graph_2_1_nodes_120_121,0
graph_4_5_nodes_28_55,0
graph_3_5_nodes_181_182,0
graph_4_1_nodes_80_126,0
graph_4_1_nodes_147_190,0
graph_4_1_nodes_0_111,0
graph_2_1_nodes_61_185,0
graph_4_5_nodes_26_36,1
graph_4_2_nodes_113_117,0
graph_4_1_nodes_14_193,0
graph_2_4_nodes_61_178,0
graph_2_3_nodes_20_134,0
graph_3_4_nodes_9_96,0
graph_3_2_nodes_37_91,0
graph_4_3_nodes_83_159,0
graph_4_4_nodes_39_103,0
graph_2_4_nodes_6_121,1
graph_3_1_nodes_35_46,0
graph_1_1_nodes_44_81,0
graph_3_1_nodes_47_141,1
graph_4_4_nodes_112_135,0
graph_3_4_nodes_108_154,0
graph_1_2_nodes_68_118,0
graph_2_4_nodes_9_94,0
graph_4_5_nodes_2_118,0
graph_4_2_nodes_25_52,0
graph_4_3_nodes_114_159,0
graph_3_3_nodes_64_136,0
graph_4_2_nodes_109_198,1
graph_3_2_nodes_85_102,1
graph_3_1_nodes_147_167,1
graph_1_1_nodes_37_83,0
graph_1_1_nodes_44_192,0
graph_1_4_nodes_16_124,1
graph_2_2_nodes_34_161,0
graph_1_3_nodes_18_193,0
graph_1_2_nodes_30_88,1
graph_2_2_nodes_154_196,0
graph_1_5_nodes_89_90,0
graph_3_1_nodes_60_77,0
graph_1_2_nodes_163_175,0
graph_4_2_nodes_79_155,1
graph_4_4_nodes_26_197,0
graph_2_1_nodes_108_126,0
graph_3_2_nodes_1_4,0
graph_2_1_nodes_98_162,0
graph_4_3_nodes_123_166,0
graph_1_2_nodes_27_48,0
graph_3_4_nodes_83_172,0
graph_4_4_nodes_37_152,0
graph_2_3_nodes_6_40,0
graph_1_1_nodes_123_126,0
graph_3_4_nodes_90_198,0
graph_2_4_nodes_36_158,0
graph_3_1_nodes_71_180,0
graph_4_5_nodes_13_53,0
graph_3_3_nodes_34_127,0
graph_1_4_nodes_19_131,0
graph_3_5_nodes_191_195,0
graph_1_2_nodes_80_166,0
graph_1_4_nodes_128_170,0
graph_3_1_nodes_41_131,0
graph_1_3_nodes_75_164,0
graph_3_3_nodes_12_196,0
graph_2_2_nodes_2_165,0
graph_3_2_nodes_19_144,0
graph_4_3_nodes_100_198,0
graph_2_5_nodes_13_94,0
graph_4_3_nodes_97_154,0
graph_3_2_nodes_8_130,0
graph_4_2_nodes_148_182,0
graph_1_3_nodes_116_156,0
graph_2_2_nodes_32_183,0
graph_2_5_nodes_85_139,0
graph_1_5_nodes_114_165,0
graph_1_5_nodes_64_93,0
graph_3_2_nodes_86_193,0
graph_1_4_nodes_18_135,0
graph_1_5_nodes_105_139,0
graph_4_1_nodes_100_122,0
graph_1_1_nodes_73_115,0
graph_4_1_nodes_29_111,1
graph_3_1_nodes_120_191,1
graph_1_4_nodes_31_146,0
graph_2_2_nodes_144_181,0
graph_4_4_nodes_72_160,0
graph_2_4_nodes_78_92,0
graph_3_3_nodes_83_166,1
graph_4_4_nodes_33_115,0
graph_3_2_nodes_12_143,0
graph_4_2_nodes_101_192,0
graph_4_1_nodes_14_101,0
graph_4_1_nodes_90_183,0
graph_4_3_nodes_24_81,0
graph_4_4_nodes_26_66,0
graph_4_2_nodes_183_199,0
graph_3_3_nodes_76_81,0
graph_4_1_nodes_18_78,0
graph_3_4_nodes_72_137,0
graph_2_1_nodes_49_78,0
graph_2_3_nodes_54_139,0
graph_1_1_nodes_7_97,0
graph_4_5_nodes_90_181,0
graph_3_5_nodes_69_120,0
graph_3_4_nodes_42_94,0
graph_2_4_nodes_26_105,0
graph_1_1_nodes_145_196,0
graph_1_4_nodes_59_183,0
graph_1_1_nodes_111_184,0
graph_1_4_nodes_11_154,0
graph_1_3_nodes_187_189,0
graph_1_3_nodes_31_143,0
graph_4_1_nodes_75_135,0
graph_1_4_nodes_85_196,0
graph_1_1_nodes_129_135,1
graph_1_3_nodes_36_148,0
graph_3_4_nodes_2_151,0
graph_2_4_nodes_69_91,0
graph_3_3_nodes_45_146,0
graph_2_1_nodes_153_194,0
graph_1_4_nodes_89_140,0
graph_3_2_nodes_40_165,1
graph_1_1_nodes_184_198,0
graph_1_2_nodes_34_134,0
graph_3_3_nodes_112_167,0
graph_3_4_nodes_157_185,0
graph_1_5_nodes_20_83,0
graph_4_5_nodes_32_183,0
graph_4_2_nodes_25_160,0
graph_1_3_nodes_80_184,0
graph_4_5_nodes_132_180,0
graph_4_2_nodes_121_160,0
graph_2_1_nodes_50_191,1
graph_1_4_nodes_95_129,0
graph_4_1_nodes_25_86,0
graph_3_2_nodes_117_145,0
graph_1_1_nodes_55_165,0
graph_2_5_nodes_4_134,0
graph_1_3_nodes_24_161,0
graph_2_1_nodes_11_98,0
graph_2_5_nodes_20_87,0
graph_3_1_nodes_98_181,0
graph_2_5_nodes_33_135,0
graph_4_4_nodes_32_88,0
graph_3_3_nodes_72_116,0
graph_4_2_nodes_11_172,0
graph_4_1_nodes_56_66,0
graph_3_4_nodes_121_190,0
graph_3_4_nodes_102_177,0
graph_3_3_nodes_12_40,0
graph_4_1_nodes_43_134,0
graph_2_4_nodes_121_155,0
graph_4_2_nodes_2_114,0
graph_4_3_nodes_153_182,0
graph_4_2_nodes_32_49,0
graph_4_2_nodes_104_111,0
graph_3_5_nodes_33_130,1
graph_1_2_nodes_130_157,0
graph_1_4_nodes_46_89,0
graph_2_1_nodes_47_163,1
graph_3_2_nodes_15_167,0
graph_1_4_nodes_89_98,1
graph_3_2_nodes_66_165,1
graph_2_4_nodes_110_124,0
graph_3_3_nodes_33_141,0
graph_2_2_nodes_73_196,0
graph_1_1_nodes_93_107,0
graph_3_3_nodes_28_97,0
graph_2_1_nodes_129_154,0
graph_4_5_nodes_140_169,0
graph_2_3_nodes_104_139,0
graph_4_2_nodes_22_26,0
graph_2_2_nodes_81_189,0
graph_1_5_nodes_0_90,0
graph_3_4_nodes_85_179,0
graph_1_1_nodes_112_135,0
graph_2_5_nodes_92_98,0
graph_3_1_nodes_40_53,0
graph_2_2_nodes_177_194,1
graph_3_1_nodes_68_163,0
graph_3_2_nodes_183_190,0
graph_2_1_nodes_43_93,0
graph_3_1_nodes_12_48,0
graph_3_1_nodes_79_95,0
graph_1_4_nodes_110_143,0
graph_3_2_nodes_60_88,0
graph_1_1_nodes_1_20,0
graph_4_4_nodes_30_130,0
graph_3_4_nodes_117_164,0
graph_3_2_nodes_36_82,0
graph_1_1_nodes_49_154,0
graph_4_4_nodes_131_160,0
graph_2_2_nodes_75_158,0
graph_2_4_nodes_77_170,0
graph_3_4_nodes_14_142,0
graph_3_2_nodes_103_143,0
graph_3_1_nodes_47_69,0
graph_3_3_nodes_9_129,0
graph_2_3_nodes_59_99,1
graph_2_5_nodes_35_80,1
graph_2_5_nodes_127_168,0
graph_2_4_nodes_63_92,0
graph_4_4_nodes_111_196,0
graph_4_5_nodes_96_172,0
graph_1_2_nodes_37_68,0
graph_3_2_nodes_48_85,0
graph_1_2_nodes_7_194,1
graph_2_1_nodes_110_111,0
graph_4_3_nodes_57_98,1
graph_1_1_nodes_8_135,0
graph_1_4_nodes_106_146,0
graph_2_1_nodes_2_52,1
graph_3_2_nodes_51_160,0
graph_4_5_nodes_102_182,0
graph_1_2_nodes_41_199,0
graph_2_1_nodes_135_141,0
graph_2_2_nodes_82_122,1
graph_3_3_nodes_79_133,0
graph_1_5_nodes_71_138,0
graph_4_3_nodes_68_164,0
graph_4_5_nodes_41_86,0
graph_2_1_nodes_66_199,0
graph_3_5_nodes_29_141,0
graph_4_2_nodes_18_99,0
graph_1_2_nodes_30_33,0
graph_1_1_nodes_4_129,0
graph_4_5_nodes_103_143,0
graph_2_3_nodes_53_170,0
graph_1_1_nodes_37_149,1
graph_2_3_nodes_1_168,0
graph_3_3_nodes_59_63,0
graph_3_3_nodes_33_44,0
graph_1_1_nodes_182_195,0
graph_4_2_nodes_154_178,0
graph_1_3_nodes_7_65,0
graph_4_3_nodes_112_149,0
graph_1_1_nodes_172_191,0
graph_1_1_nodes_35_69,0
graph_1_1_nodes_3_60,0
graph_4_3_nodes_104_182,0
graph_3_1_nodes_108_162,0
graph_4_1_nodes_86_146,1
graph_3_1_nodes_4_14,0
graph_3_2_nodes_49_102,0
graph_1_1_nodes_89_143,0
graph_2_1_nodes_120_196,0
graph_1_1_nodes_130_146,0
graph_1_1_nodes_126_187,0
graph_4_4_nodes_179_180,0
graph_3_4_nodes_6_97,1
graph_4_4_nodes_186_195,0
graph_1_5_nodes_60_162,0
graph_2_3_nodes_9_181,0
graph_3_2_nodes_52_127,0
graph_4_1_nodes_26_150,0
graph_4_3_nodes_41_47,0
graph_2_5_nodes_116_183,0
graph_4_5_nodes_83_145,0
graph_2_3_nodes_126_132,0
graph_3_1_nodes_43_186,0
graph_2_1_nodes_23_107,0
graph_2_4_nodes_97_156,0
graph_2_3_nodes_60_169,0
graph_4_4_nodes_32_173,0
graph_3_4_nodes_27_43,0
graph_1_3_nodes_193_199,0
graph_4_1_nodes_126_143,0
graph_3_1_nodes_75_180,0
graph_3_1_nodes_106_193,0
graph_1_1_nodes_1_158,0
graph_4_5_nodes_77_129,0
graph_1_5_nodes_169_198,0
graph_2_5_nodes_166_184,0
graph_2_5_nodes_165_167,0
graph_3_4_nodes_1_117,0
graph_1_4_nodes_147_193,0
graph_1_1_nodes_39_173,1
graph_3_5_nodes_66_93,0
graph_4_4_nodes_97_110,0
graph_3_5_nodes_90_97,0
graph_3_2_nodes_48_158,1
graph_4_1_nodes_111_147,0
graph_2_1_nodes_58_148,0
graph_1_5_nodes_36_107,0
graph_4_3_nodes_58_71,0
graph_4_4_nodes_3_196,0
graph_1_2_nodes_3_82,1
graph_2_5_nodes_16_35,0
graph_1_1_nodes_80_145,0
graph_4_4_nodes_12_180,0
graph_2_3_nodes_7_149,0
graph_4_4_nodes_12_20,0
graph_4_4_nodes_68_105,0
