,Betweenness,Closeness,Clustering,Conductance,Cut Ratio,Degree,E In,E In Over E Out,E Out,Expansion,Normalised Cut,ODF,Shortest Path,Triangle Participation
graph_4_1_node_174,0.007218361765133853,0.3692022263450835,0.07142857142857142,0.6850252525252525,0.031407133453918996,8,1.368,0.26666666666666666,5.632,0.3900384529450087,0.6887423284990131,0.8045714285714285,2.708542713567839,0.026317616838552903
graph_3_5_node_48,0.01539316309218795,0.4069529652351738,0.17582417582417584,0.6463727272727273,0.03967285507667544,14,1.944,0.28030357142857143,7.056,0.32241756367791025,0.6510294727637304,0.784,2.457286432160804,0.0008451122338873204
graph_3_5_node_105,0.018714472124410828,0.40529531568228105,0.14285714285714285,0.7147142857142857,0.028517383710326156,14,0.999,0.2,5.001,0.20412272054162964,0.7180152628099249,0.8335,2.4673366834170856,0.0
graph_2_2_node_36,0.006244039283776504,0.34668989547038326,0.08333333333333333,1.0,0.029090011210546152,9,0.0,0.0,5.0,0.17784163473818645,1.003295978905735,1.0,2.8844221105527637,0.0
graph_4_1_node_131,0.011812493307229026,0.3864077669902913,0.0,0.7180833333333333,0.03427176608821014,12,1.206,0.22555,5.794,0.21244255496767303,0.7219061904696112,0.8277142857142857,2.5879396984924625,0.021946685294727316
graph_4_3_node_114,0.017952513627333425,0.4061224489795918,0.05128205128205128,0.6856761904761904,0.018468472878961886,13,0.836,0.33799999999999997,3.164,0.11628355874215386,0.6877661406293921,0.791,2.4623115577889445,0.0
graph_4_5_node_147,0.00826202911268597,0.3592057761732852,0.047619047619047616,0.8739277777777777,0.03716318587636101,7,0.518,0.09051666666666666,6.482,0.27517359332665087,0.878198947904558,0.9259999999999999,2.7839195979899496,0.0004156582880720812
graph_2_2_node_51,0.07494078378674915,0.4298056155507559,0.09359605911330049,0.5384615384615384,0.04097406773465481,29,3.0,0.42857142857142855,7.0,0.2402624510105211,0.5430881081905536,0.7,2.3266331658291457,0.0
graph_3_1_node_197,0.0010279233431921683,0.33056478405315615,0.3333333333333333,0.5576111111111112,0.03026297729041318,4,1.993,0.40025,5.007,0.1460991925046117,0.5609203313262084,0.7152857142857143,3.0251256281407035,0.08523647140459494
graph_2_4_node_107,0.006266054291610517,0.33671742808798644,0.06666666666666667,0.9996,0.022571392496949633,6,0.001,0.0003333333333333333,3.999,0.1758519208494484,1.0022378667206113,0.99975,2.969849246231156,0.0
graph_2_5_node_74,0.002118790598704877,0.3401709401709402,0.4,0.7777777777777778,0.04031146414706813,6,1.0,0.14285714285714285,7.0,0.2660496093889958,0.7823921482458068,0.875,2.9396984924623117,0.0
graph_3_2_node_18,0.008927701862595295,0.3664825046040516,0.027777777777777776,0.7997090909090909,0.046998637045008146,9,1.002,0.12535714285714286,7.998,0.26921000498735187,0.8049778813127004,0.8886666666666666,2.728643216080402,0.0
graph_1_5_node_148,0.005483196419927749,0.30381679389312977,0.3611111111111111,0.8461538461538461,0.12198453793155481,9,2.0,0.09090909090909091,22.0,1.1203844611528824,0.8605329311211664,0.9166666666666666,3.291457286432161,0.0
graph_1_3_node_172,0.02005787621827301,0.3338926174496644,0.20952380952380953,1.0,0.03508771929824561,15,0.0,0.0,6.0,0.20689655172413793,1.0039525691699605,1.0,2.9949748743718594,0.0
graph_3_4_node_139,0.005840231401127346,0.3241042345276873,0.13333333333333333,0.6715859850294632,0.08687398213834428,6,3.943,0.2473137254901961,16.057,1.219524742033316,0.6821481871722721,0.8028500000000001,3.0854271356783918,0.18212778459071224
graph_3_2_node_190,0.002837946784142167,0.35985533453887886,0.06666666666666667,0.9906666666666667,0.029212459047668456,6,0.028,0.007,4.972,0.16747673316991676,0.9939443343849698,0.9944,2.778894472361809,0.0
graph_4_4_node_2,0.005817583463360304,0.3664825046040516,0.14285714285714285,0.8437356643356644,0.047428040834923725,7,0.859,0.12491785714285714,8.141,0.31260613745278537,0.8490958437388852,0.9045555555555556,2.728643216080402,0.029042013392514728
graph_4_1_node_181,0.0033122412990055456,0.3685185185185185,0.06666666666666667,0.7142380952380952,0.023956707944867525,6,0.869,0.22408333333333333,4.131,0.1677034297845206,0.7169656668920038,0.8262,2.71356783919598,0.002778529291460446
graph_2_2_node_137,0.03596432436590031,0.40365111561866124,0.1111111111111111,0.5555555555555556,0.029251415400699584,21,2.0,0.4,5.0,0.1720553860097798,0.5588602482191378,0.7142857142857143,2.477386934673367,0.10323323160586786
graph_3_4_node_12,0.0014077425035703536,0.32305194805194803,0.3333333333333333,0.7212857142857143,0.031003209557778192,6,0.976,0.19540000000000002,5.024,0.1372080132318315,0.7246016928815036,0.8373333333333334,3.0954773869346734,0.0
graph_1_2_node_102,0.009345759653493827,0.29394387001477107,0.06666666666666667,0.7368421052631579,0.16185159295604248,6,5.0,0.17857142857142858,28.0,1.0369629629629629,0.7551427588579291,0.8484848484848485,3.4020100502512562,0.0
graph_1_1_node_155,0.004571404654285175,0.27871148459383754,0.13333333333333333,0.09090909090909091,0.0056179775280898875,6,5.0,5.0,1.0,0.045454545454545456,0.09157442690376823,0.16666666666666666,3.5879396984924625,0.18181818181818182
graph_1_4_node_9,0.011357043940403337,0.335016835016835,0.14285714285714285,0.6,0.03409090909090909,7,2.0,0.3333333333333333,6.0,0.25,0.6039630118890357,0.75,2.9849246231155777,0.0
graph_1_3_node_32,0.00689601902690583,0.3390119250425894,0.25,0.5715494505494505,0.04679277605779154,9,2.999,0.3748472222222222,8.001,0.2757862068965517,0.5768341151476764,0.7273636363636364,2.949748743718593,0.0
graph_2_3_node_100,0.007712725344618777,0.37406015037593987,0.19047619047619047,0.9994285714285714,0.02896186055052855,7,0.002,0.0006666666666666666,4.998,0.18238458117552944,1.0027232397955066,0.9996,2.6733668341708543,0.0
graph_1_5_node_174,0.005172590254384107,0.3085271317829457,0.13333333333333333,0.5555555555555556,0.028901568002126104,6,2.0,0.4,5.0,0.18519230769230768,0.5588602482191378,0.7142857142857143,3.241206030150754,0.0
graph_1_1_node_34,0.0036867068848562656,0.2733516483516483,0.2,0.02490909090909091,0.001611764705882353,6,5.726,5.726,0.274,0.009133333333333334,0.025091392971632494,0.04566666666666666,3.658291457286432,0.15362506720430108
graph_3_1_node_183,0.004326578575508706,0.36380255941499084,0.06666666666666667,0.6136573426573426,0.04118422237382463,6,2.205,0.3405035714285714,6.795,0.1958844800451925,0.6181435991728026,0.755,2.748743718592965,0.03643856410047326
graph_1_4_node_101,0.00022968909601455543,0.3052147239263804,0.6666666666666666,0.9926666666666667,0.02911737328586578,4,0.022,0.0055,4.978,0.171453652206155,0.995948258210848,0.9956,3.2763819095477387,0.0
graph_3_2_node_135,0.006381341216516002,0.3712686567164179,0.2777777777777778,0.8322424242424243,0.05239390078727217,11,0.926,0.10344444444444444,9.074,0.3415849451483504,0.8382150798036233,0.9074,2.693467336683417,0.0005370868595006526
graph_2_2_node_8,0.012347278037515752,0.36380255941499084,0.05555555555555555,0.5555555555555556,0.029252107538019628,9,2.0,0.4,5.0,0.17203306458120837,0.5588602482191378,0.7142857142857143,2.748743718592965,0.0
graph_3_3_node_8,0.007465490638360875,0.35535714285714287,0.10714285714285714,0.34025252525252525,0.020167107362989045,10,3.497,1.0704833333333332,3.503,0.13588122086742313,0.34257403208086507,0.5004285714285714,2.814070351758794,0.0
graph_3_5_node_170,0.013053109313475503,0.3940594059405941,0.13333333333333333,0.5479286546786547,0.03967634315189776,10,3.041,0.47357936507936504,6.959,0.2852126143548944,0.5525266957704522,0.6959,2.5376884422110555,0.09760429077133413
graph_2_3_node_66,0.001406695404615064,0.3241042345276873,0.3,1.0,0.045609425443842395,5,0.0,0.0,8.0,0.32551454973368016,1.0052631578947369,1.0,3.0854271356783918,0.0
graph_4_1_node_34,0.0032876040051963793,0.3472949389179756,0.06666666666666667,0.5737380952380953,0.024825022937334146,6,1.731,0.4629,4.269,0.1769381293818176,0.5765590323503519,0.7115,2.879396984924623,0.00496795877281548
graph_2_3_node_67,0.005637290736652895,0.3685185185185185,0.13333333333333333,1.0,0.028305756214062276,6,0.0,0.0,5.0,0.21433331686429513,1.003295978905735,1.0,2.71356783919598,0.0
graph_3_3_node_17,0.010779258915570024,0.3761814744801512,0.08888888888888889,1.0,0.02945193447091082,10,0.0,0.0,5.0,0.16615328970692117,1.003295978905735,1.0,2.658291457286432,0.0
graph_2_1_node_179,0.012118997856456289,0.381957773512476,0.23636363636363636,0.3333333333333333,0.01765323958765379,11,3.0,1.0,3.0,0.09981284824046921,0.3353214049039099,0.5,2.6180904522613067,0.0
graph_3_3_node_105,0.020312751828928537,0.39641434262948205,0.030303030303030304,1.0,0.03534232136509298,12,0.0,0.0,6.0,0.1993839476483054,1.0039525691699605,1.0,2.522613065326633,0.0
graph_3_1_node_19,0.005479311916554362,0.33671742808798644,0.06666666666666667,0.7194285714285714,0.028625982348762707,6,0.982,0.19640000000000002,5.018,0.20749566461296473,0.72274064176604,0.8363333333333334,2.969849246231156,0.0
graph_3_3_node_113,0.007705257233772548,0.36580882352941174,0.0,0.5258571428571429,0.024271681927181345,6,1.88,0.4642,4.12,0.13682463103135792,0.5285812196126445,0.6866666666666666,2.7336683417085426,9.67741935483871e-05
graph_4_2_node_59,0.0013615126807280074,0.35855855855855856,0.1,0.8789050505050505,0.043316004583975956,5,0.576,0.09039047619047619,7.424,0.3131768550498035,0.8837940951972897,0.928,2.7889447236180906,0.0020605584918717045
graph_3_1_node_114,0.0035006657306611874,0.32730263157894735,0.1,0.5931428571428571,0.01729597100491681,7,1.092,0.44,2.908,0.10721771389524466,0.5950647614691916,0.727,3.0552763819095476,0.0
graph_3_4_node_13,0.0057578023739431865,0.34608695652173915,0.19047619047619047,0.5777939393939394,0.03223543689801963,7,2.153,0.37439999999999996,5.847,0.3186981270648258,0.5816568924871479,0.730875,2.8894472361809047,0.0
graph_2_5_node_145,0.011355034722328551,0.3559928443649374,0.16666666666666666,0.6002424242424242,0.03373451535515267,9,1.999,0.3332952380952381,6.001,0.2725865748342623,0.6042060823171052,0.750125,2.809045226130653,0.0002718778314708547
graph_4_3_node_67,0.016593138721383995,0.3834296724470135,0.03636363636363636,0.6246666666666666,0.02215899013399967,11,1.195,0.34275,3.805,0.15049782169529174,0.6271805112429222,0.761,2.608040201005025,0.00015548172757475084
graph_4_5_node_101,0.00638749703158471,0.37832699619771865,0.03571428571428571,0.9791190476190477,0.02903813435768651,8,0.069,0.021583333333333333,4.931,0.16896484852430435,0.982369842768856,0.9862,2.64321608040201,0.0004174219668277393
graph_4_3_node_128,0.012482312418822928,0.3761814744801512,0.044444444444444446,0.6131634365634365,0.037704152885092754,10,2.402,0.4607714285714286,6.598,0.3026651313820477,0.6175184547896638,0.733111111111111,2.658291457286432,0.07930203169594499
graph_2_5_node_195,0.007332130120880214,0.3605072463768116,0.2857142857142857,0.6,0.01824370042705246,7,1.0,0.3333333333333333,3.0,0.08440976108410318,0.6019828155981494,0.75,2.7738693467336684,0.0
graph_4_1_node_193,0.03794864581648932,0.44222222222222224,0.06926406926406926,0.9794666666666667,0.023867983890103726,24,0.052,0.018,3.948,0.11718368781044745,0.9820710871280689,0.987,2.2613065326633164,5.9999999999999995e-05
graph_3_1_node_160,0.0061871537392666634,0.36247723132969034,0.0,0.6584,0.0323274500240757,7,1.648,0.4149833333333333,5.352,0.16476080017233205,0.661932527791046,0.7645714285714286,2.758793969849246,0.014927968329715624
graph_1_3_node_176,0.021875308805756555,0.342512908777969,0.14285714285714285,0.4994,0.03444788401253918,7,3.006,0.503,5.994,0.23055769230769232,0.5033643094762855,0.6659999999999999,2.919597989949749,0.00025
graph_2_3_node_173,0.005570202534825872,0.3436960276338515,0.0,0.7141428571428572,0.028064907625155504,5,1.001,0.20040000000000002,4.999,0.22983332187349234,0.7174425297602225,0.8331666666666667,2.909547738693467,0.00012505427702996091
graph_3_3_node_10,0.004037693812556868,0.34429065743944637,0.1,0.9656118881118881,0.049343716311617616,5,0.19,0.027710714285714286,8.81,0.44243357912811077,0.971405840861998,0.9788888888888889,2.9045226130653266,0.0012118833056589983
graph_4_2_node_102,0.0025260068901763987,0.37265917602996257,0.09523809523809523,0.7488662489045433,0.16281782340074066,7,4.808,0.1747417909174327,28.192,1.22268115916057,0.7672821922003408,0.8543030303030303,2.6834170854271355,0.02907411187893273
graph_3_3_node_48,0.021300388765140735,0.4094650205761317,0.10909090909090909,0.7570668331668332,0.04529092590711194,11,1.299,0.1880892857142857,7.701,0.25839865215427676,0.7621420791172159,0.8556666666666666,2.442211055276382,0.015661116614985558
graph_4_3_node_197,0.005222818226816977,0.34608695652173915,0.06666666666666667,0.785010606060606,0.03474285631993591,6,0.93,0.18241666666666667,6.07,0.2740676533024347,0.7890130497004602,0.8671428571428571,2.8894472361809047,0.006517061887261092
graph_4_2_node_82,0.007545632529223299,0.4189473684210526,0.1388888888888889,0.6460323232323233,0.0319471464562866,9,1.586,0.3273166666666667,5.414,0.18961645573028862,0.6496068231863265,0.7734285714285715,2.386934673366834,0.00747762127736072
graph_4_4_node_62,0.004673071472456393,0.335016835016835,0.0,0.89115,0.036571795567304964,6,0.45,0.07944999999999999,6.55,0.386940552040651,0.8954653945757294,0.9357142857142857,2.9849246231155777,0.0008273551416614076
graph_3_5_node_10,0.011184795806459322,0.38715953307393,0.027777777777777776,0.9996,0.05129493593609445,9,0.002,0.00025,8.998,0.36888092941536943,1.0055158656282401,0.9997777777777778,2.5829145728643215,0.0
graph_3_1_node_176,0.002952808159073326,0.3390119250425894,0.0,0.4129728771228771,0.03007708192729801,4,3.831,0.8293357142857143,5.169,0.19286081515114165,0.4163956194629082,0.5743333333333334,2.949748743718593,0.034649106915336625
graph_2_3_node_150,0.023070213079731658,0.39173228346456695,0.10989010989010989,0.49988461538461537,0.03396032850950631,16,3.001,0.5003,5.999,0.2571791469038208,0.5038522145515187,0.6665555555555556,2.5527638190954773,0.0
graph_2_5_node_182,0.0076951903296450545,0.3378607809847199,0.10714285714285714,0.7202857142857143,0.028214209351008424,8,0.979,0.1958,5.021,0.22889692660047217,0.7235997413405938,0.8368333333333333,2.959798994974874,0.0
graph_3_5_node_84,0.0030173642003237535,0.33277591973244147,0.13333333333333333,0.9902380952380953,0.027772625462474977,6,0.031,0.008749999999999999,4.969,0.23928190517639075,0.9935137854624166,0.9938,3.0050251256281406,0.00040473887814313343
graph_4_4_node_1,0.02752891411823013,0.402834008097166,0.04395604395604396,0.8194761904761905,0.0310594129692858,14,0.658,0.1442,5.342,0.205682406468696,0.8229993013394833,0.8903333333333333,2.4824120603015074,0.0
graph_3_5_node_123,0.02535318865461775,0.41030927835051545,0.13970588235294118,0.978,0.027743192263392783,17,0.066,0.0165,4.934,0.22813294270581957,0.981252816821074,0.9868,2.437185929648241,0.0
graph_4_4_node_108,0.016238897266638117,0.379047619047619,0.07272727272727272,0.8220000000000001,0.03161664524602161,11,0.629,0.1282,5.371,0.18821687384862246,0.8255422486348014,0.8951666666666667,2.6381909547738696,0.0
graph_3_4_node_10,0.04058556350067311,0.4180672268907563,0.05714285714285714,0.9946363636363637,0.049061455004381936,15,0.028,0.0037857142857142855,8.972,0.5493376974004136,1.0005353875396361,0.9968888888888889,2.391959798994975,0.0002335907335907336
graph_1_2_node_32,0.015966175247231346,0.31587301587301586,0.4,1.0,0.0625,6,0.0,0.0,11.0,0.4583333333333333,1.0072225869993434,1.0,3.1658291457286434,0.0
graph_1_3_node_131,0.012325864472861965,0.3220064724919094,0.3111111111111111,1.0,0.039106587128744125,10,0.0,0.0,7.0,0.3333043478260869,1.0046082949308757,1.0,3.1055276381909547,0.0
graph_2_5_node_190,0.008325528376225463,0.34488734835355284,0.14285714285714285,0.9996666666666667,0.02781443780855822,8,0.001,0.00025,4.999,0.2489660247368805,1.0029619916014219,0.9998,2.899497487437186,0.0
graph_2_5_node_90,0.0013636916727544804,0.30709876543209874,0.0,0.9926666666666667,0.024206633599682163,5,0.019,0.007,3.981,0.11257683318438434,0.9952927254534355,0.99525,3.2562814070351758,0.0002361111111111111
graph_2_3_node_92,0.003977554147806912,0.35221238938053095,0.1,0.7142857142857143,0.028975559180665536,5,1.0,0.2,5.0,0.18242161821256647,0.7175860443187176,0.8333333333333334,2.8391959798994977,0.0
graph_1_1_node_29,0.038574402255205927,0.32463295269168024,0.125,0.06666666666666667,0.011235955056179775,16,14.0,7.0,2.0,0.09090909090909091,0.06801256168685509,0.125,3.080402010050251,0.5909090909090909
graph_4_5_node_104,0.0019304863301685066,0.3378607809847199,0.1,0.7370797202797202,0.0431201894556303,5,1.432,0.2057,7.568,0.36407162462326714,0.7420685398434473,0.8408888888888889,2.959798994974874,0.012246064016892818
graph_2_1_node_193,0.015078933676489877,0.35159010600706714,0.1111111111111111,1.0,0.022689250866305893,10,0.0,0.0,4.0,0.1740684371427447,1.0026385224274406,1.0,2.8442211055276383,0.0
graph_4_5_node_133,0.028599747186885096,0.4154488517745303,0.058333333333333334,0.8405277777777778,0.0350773233153539,16,0.702,0.13798333333333335,6.298,0.35756814224177386,0.8446786498112754,0.8997142857142857,2.407035175879397,0.004471029070966422
graph_2_5_node_78,0.0023140324458002463,0.3579136690647482,0.38095238095238093,0.6666666666666666,0.024324933902736618,7,1.0,0.25,4.0,0.11254634811213758,0.6693086745926904,0.8,2.7939698492462313,0.0
graph_2_2_node_35,0.003209854754580267,0.33111480865224624,0.2,0.6666666666666666,0.045011231453611154,5,2.0,0.25,8.0,0.3632509170231908,0.6719437115215479,0.8,3.020100502512563,0.0
graph_2_3_node_156,0.009798611840765152,0.3528368794326241,0.03571428571428571,0.9982857142857143,0.028871454762088408,8,0.006,0.002,4.994,0.1849660102826364,1.0015777615750496,0.9988,2.8341708542713566,0.0
graph_2_2_node_156,0.009070501110078174,0.3754716981132076,0.15555555555555556,0.6666666666666666,0.023679404898213578,10,1.0,0.25,4.0,0.1287617636145592,0.6693086745926904,0.8,2.663316582914573,0.0
graph_3_2_node_60,0.006192469294182887,0.3509700176366843,0.0,0.8902142857142857,0.03140415429110117,6,0.386,0.07790000000000001,5.614,0.29646821879561835,0.8939150724596269,0.9356666666666666,2.849246231155779,0.0004515765765765766
graph_2_1_node_198,0.0077007547513265225,0.3754716981132076,0.13333333333333333,1.0,0.023275103625015253,6,0.0,0.0,4.0,0.14233240516188791,1.0026385224274406,1.0,2.663316582914573,0.0
graph_3_4_node_42,0.0060766739293020445,0.3407534246575342,0.06666666666666667,0.5755878787878788,0.03179496261335967,6,2.177,0.3863428571428571,5.823,0.36035647213986177,0.5794350125401716,0.727875,2.9346733668341707,0.0
graph_4_1_node_128,0.001030100915343976,0.32838283828382836,0.0,0.7763562437562438,0.044001817104163815,6,1.247,0.1868392857142857,7.753,0.43409106973637474,0.781464580320037,0.8614444444444445,3.0452261306532664,0.0010325136343334923
graph_4_3_node_80,0.002390864497374853,0.3579136690647482,0.0,0.8971944444444444,0.026389522851434317,6,0.356,0.13241666666666665,4.644,0.22223281576459025,0.9002571311342168,0.9288,2.7939698492462313,0.007910857092555542
graph_1_4_node_95,0.0023663768157178625,0.2922173274596182,0.0,0.75,0.03407976447281532,4,1.0,0.16666666666666666,6.0,0.2506408695652174,0.753957783641161,0.8571428571428571,3.422110552763819,0.0
graph_1_2_node_110,0.0016489119968210377,0.3066255778120185,0.16666666666666666,0.6666666666666666,0.022977339901477833,4,1.0,0.25,4.0,0.1543692307692308,0.6693086745926904,0.8,3.2613065326633164,0.0
graph_4_5_node_125,0.008771715516875148,0.36580882352941174,0.03571428571428571,0.9798571428571429,0.028953774304207567,8,0.061,0.015583333333333333,4.939,0.17682020794523512,0.9831132243394346,0.9878,2.7336683417085426,0.0
graph_4_5_node_64,0.002485790275777678,0.35663082437275984,0.1,0.5523666333666334,0.037831156621719556,5,2.63,0.4288571428571428,6.37,0.21185419199420186,0.5565759656806523,0.7077777777777777,2.8040201005025125,0.0
graph_1_4_node_191,9.990683750898969e-05,0.30381679389312977,0.9,1.0,0.029247550800658682,5,0.0,0.0,5.0,0.17216332962550984,1.003295978905735,1.0,3.291457286432161,0.0
graph_2_4_node_26,0.008827733275559047,0.35159010600706714,0.35555555555555557,0.5994181818181818,0.033351523276047526,10,2.004,0.3344,5.996,0.2979112813753868,0.603378577927034,0.7495,2.8442211055276383,0.0
graph_3_3_node_58,0.0033458370176103797,0.335016835016835,0.13333333333333333,0.9933333333333333,0.027363832273724163,6,0.02,0.005,4.98,0.28507669441739525,0.9966162328194741,0.996,2.9849246231155777,0.0
graph_4_1_node_57,0.010783690936600102,0.402834008097166,0.10909090909090909,0.9757777777777777,0.0466861491810288,13,0.11,0.01595238095238095,7.89,0.27101510659734507,0.9809695561998153,0.98625,2.4824120603015074,0.0
graph_4_2_node_60,0.0015981622019824184,0.39019607843137255,0.13333333333333333,0.7161857142857143,0.02886289383960795,6,1.128,0.2929,4.872,0.17134529786164437,0.7194010783050663,0.8119999999999999,2.562814070351759,0.0038488259181355742
graph_4_5_node_85,0.0029836813233180847,0.3472949389179756,0.0,0.9044,0.021823899194866794,5,0.244,0.08633333333333333,3.756,0.15734139932976524,0.9068784908792296,0.939,2.879396984924623,0.0002690058479532164
graph_4_4_node_149,0.0090576375875619,0.36446886446886445,0.047619047619047616,0.8203305694305695,0.045184510723679114,9,0.984,0.14442857142857143,8.016,0.4296450933071811,0.825609707923727,0.8906666666666666,2.7437185929648242,0.00278793005511029
graph_3_5_node_94,0.008982320398403812,0.3776091081593928,0.15555555555555556,0.9975238095238095,0.028073823624170765,10,0.008,0.002333333333333333,4.992,0.22772092173197062,1.000814551468026,0.9984,2.648241206030151,0.0
graph_4_1_node_20,0.00300500462493114,0.3579136690647482,0.0,0.8388293706293707,0.04630425920614487,4,0.857,0.11893214285714286,8.143,0.4470463579347739,0.8441912314318205,0.9047777777777778,2.7939698492462313,0.005044482818354873
graph_3_3_node_11,0.009085938254745046,0.35985533453887886,0.0,0.7172857142857143,0.02873014633766922,7,0.998,0.203,5.002,0.1983291277684066,0.7205872607964731,0.8336666666666667,2.778894472361809,0.0
graph_3_1_node_129,0.017742209692489058,0.3956262425447316,0.10989010989010989,0.8202,0.04895532543440174,16,0.899,0.112375,8.101,0.23733895117257914,0.8255354460478207,0.9001111111111111,2.527638190954774,0.0
graph_3_4_node_54,0.003930279845640572,0.3184,0.06666666666666667,0.8847857142857143,0.034226663604732636,6,0.404,0.0811,5.596,0.1667975790912177,0.8884747710795924,0.9326666666666666,3.14070351758794,0.0
graph_3_5_node_2,0.016441482751707877,0.39019607843137255,0.10989010989010989,0.9966727272727273,0.05051858568158133,14,0.017,0.0021964285714285714,8.983,0.409812704331057,1.0025788817626295,0.9981111111111111,2.562814070351759,0.0
graph_1_4_node_189,0.006257918664252722,0.2996987951807229,0.26666666666666666,1.0,0.03409090909090909,6,0.0,0.0,6.0,0.25,1.0039525691699605,1.0,3.336683417085427,0.0
graph_4_1_node_33,0.004084359179438022,0.37406015037593987,0.14285714285714285,0.6374191919191919,0.03171686431562896,7,1.616,0.32843333333333335,5.384,0.18884273818901293,0.6409742361311601,0.7691428571428571,2.6733668341708543,0.04295767589312461
graph_4_4_node_75,0.013324318172510393,0.36988847583643125,0.0,0.8112126262626262,0.03619288187298548,12,0.795,0.14743333333333333,6.205,0.26985298382269907,0.8153032713824044,0.8864285714285715,2.7035175879396984,0.0
graph_3_1_node_12,0.007293679995794342,0.38715953307393,0.13333333333333333,0.8166428571428571,0.03074753737624934,6,0.644,0.1297,5.356,0.21345561787472608,0.8201753610143623,0.8926666666666667,2.5829145728643215,0.0
graph_4_2_node_179,0.004259397494025132,0.3940594059405941,0.14285714285714285,0.3772333333333333,0.01881760169054088,7,2.762,0.9445,3.238,0.1341958471397133,0.3793775408553339,0.5396666666666666,2.5376884422110555,0.0001607142857142857
graph_4_3_node_46,0.006673125594407955,0.3509700176366843,0.0,0.9069857142857143,0.0325676421967627,8,0.336,0.07250000000000001,5.664,0.24303894124397782,0.910719017114452,0.9440000000000001,2.849246231155779,0.00016228070175438596
graph_1_1_node_182,0.0032185087023362475,0.28924418604651164,0.3333333333333333,0.0,0.0,6,6.0,6.0,0.0,0.0,0.0,0.0,3.457286432160804,0.19531008064516128
graph_1_2_node_81,0.025773610117557945,0.33728813559322035,0.1111111111111111,1.0,0.03333333333333333,10,0.0,0.0,6.0,0.3,1.0039525691699605,1.0,2.9648241206030153,0.0
graph_1_2_node_129,0.0037155379060639635,0.31942215088282505,0.37777777777777777,1.0,0.05325443786982249,10,0.0,0.0,9.0,0.2903225806451613,1.0059171597633136,1.0,3.130653266331658,0.0
graph_1_5_node_94,0.003874070218258226,0.2948148148148148,0.26666666666666666,0.25,0.01145195478231157,6,3.0,1.5,2.0,0.0789048433048433,0.2513262599469496,0.4,3.391959798994975,0.0
graph_4_3_node_43,0.020611451652135886,0.38943248532289626,0.02197802197802198,0.44325757575757574,0.021049314241513153,14,2.349,0.6975,3.651,0.1534262145450455,0.44567352231461077,0.6084999999999999,2.5678391959798996,0.0016678462567417571
graph_4_2_node_91,0.002042379956154207,0.35221238938053095,0.1,0.7210020202020202,0.03898055239753298,5,1.346,0.21653333333333333,6.654,0.2534974393326331,0.7253907033998714,0.83175,2.8391959798994977,0.004524169347029908
graph_4_5_node_13,0.004893784384453752,0.3454861111111111,0.047619047619047616,0.5601454545454545,0.0323666243495627,7,2.291,0.4245333333333333,5.709,0.2817219259910116,0.5639179030319943,0.713625,2.8944723618090453,0.0
graph_4_4_node_193,0.006636440919423715,0.34429065743944637,0.0,0.7563238095238095,0.019228017813557832,6,0.642,0.25366666666666665,3.358,0.16338379010707424,0.7585411049222668,0.8395,2.9045226130653266,0.0002756410256410256
graph_3_5_node_75,0.006677178772723621,0.3834296724470135,0.1388888888888889,0.7486388888888889,0.034286532450905044,9,1.007,0.16829999999999998,5.993,0.2387266204879642,0.7525921008932068,0.8561428571428571,2.608040201005025,0.0
graph_4_1_node_65,0.0019381066401017648,0.3479020979020979,0.0,0.9348010101010101,0.04014101934468143,4,0.274,0.050866666666666664,6.726,0.22721534497318044,0.9392308995922258,0.9608571428571429,2.8743718592964824,0.0036291913492058625
graph_2_1_node_163,0.010932174681203378,0.3472949389179756,0.10714285714285714,0.7748686868686869,0.03870262994599778,8,1.018,0.14697142857142856,6.982,0.3614687714894534,0.779471309604092,0.87275,2.879396984924623,0.0005666557325983122
graph_4_1_node_159,0.002196694303297082,0.34488734835355284,0.0,0.49273690721902796,0.04936281504518128,5,4.566,0.5901357864357865,8.434,0.32277912731620617,0.4983144549369502,0.6487692307692308,2.899497487437186,0.13872443472986876
graph_2_3_node_176,0.00757976384565758,0.35727109515260325,0.25,0.6363636363636364,0.03990824726336209,8,2.0,0.2857142857142857,7.0,0.28482523101697016,0.6409840984098409,0.7777777777777778,2.798994974874372,0.0
graph_4_5_node_23,0.003305791371420938,0.37335834896810505,0.3333333333333333,0.7826428571428572,0.030375830601145393,7,0.764,0.15410000000000001,5.236,0.20488900324516765,0.7860970819649253,0.8726666666666667,2.678391959798995,0.0
graph_1_3_node_11,0.010400024634739735,0.2952522255192878,0.14285714285714285,0.5,0.022599126861838726,7,2.0,0.5,4.0,0.17389855072463767,0.5026455026455027,0.6666666666666666,3.386934673366834,0.0
graph_3_4_node_170,0.0046023816051416755,0.3592057761732852,0.0,0.9821274558774559,0.06097899311544465,5,0.116,0.017916666666666668,9.884,0.27012615192821954,0.9886225766362163,0.9884,2.7839195979899496,0.0016609045966564763
graph_4_4_node_189,0.0032227499843084395,0.36116152450090744,0.2,0.7927857142857143,0.030592634871709868,6,0.74,0.1539,5.26,0.20490787053763435,0.7962554737875445,0.8766666666666667,2.7688442211055277,0.0019108778951229088
