,Same Community
graph_2_3_nodes_8_39,0
graph_4_5_nodes_67_74,0
graph_2_5_nodes_58_140,0
graph_3_5_nodes_25_151,1
graph_2_4_nodes_159_193,0
graph_4_5_nodes_84_90,0
graph_4_5_nodes_73_131,0
graph_3_5_nodes_28_126,0
graph_2_3_nodes_55_197,0
graph_4_3_nodes_139_148,0
graph_3_2_nodes_15_68,0
graph_1_5_nodes_1_121,1
graph_2_4_nodes_135_149,1
graph_3_1_nodes_0_15,0
graph_3_5_nodes_158_172,0
graph_2_4_nodes_6_13,0
graph_2_1_nodes_27_107,0
graph_3_1_nodes_108_193,1
graph_4_4_nodes_15_149,1
graph_2_3_nodes_120_184,0
graph_4_1_nodes_139_196,0
graph_1_5_nodes_27_110,0
graph_4_4_nodes_32_79,1
graph_1_2_nodes_150_199,0
graph_1_2_nodes_43_62,0
graph_2_5_nodes_12_75,0
graph_1_3_nodes_2_129,0
graph_2_3_nodes_14_145,0
graph_2_3_nodes_128_191,0
graph_2_4_nodes_4_194,0
graph_1_3_nodes_11_177,1
graph_2_1_nodes_86_109,0
graph_3_2_nodes_3_191,1
graph_1_2_nodes_40_95,0
graph_1_1_nodes_25_198,0
graph_2_3_nodes_31_124,0
graph_3_3_nodes_29_129,0
graph_2_5_nodes_2_159,1
graph_2_1_nodes_22_74,0
graph_4_5_nodes_32_129,0
graph_3_1_nodes_102_190,0
graph_3_3_nodes_134_144,1
graph_4_5_nodes_45_57,0
graph_3_3_nodes_53_68,0
graph_2_5_nodes_8_196,0
graph_4_2_nodes_1_180,1
graph_4_4_nodes_56_132,1
graph_1_4_nodes_34_48,0
graph_3_2_nodes_191_198,0
graph_3_3_nodes_48_49,0
graph_4_3_nodes_74_154,0
graph_3_1_nodes_15_29,0
graph_4_5_nodes_4_153,0
graph_4_5_nodes_45_175,1
graph_3_4_nodes_106_123,1
graph_3_2_nodes_6_138,0
graph_1_3_nodes_82_173,0
graph_3_5_nodes_18_149,0
graph_2_3_nodes_4_157,0
graph_2_2_nodes_56_151,0
graph_1_5_nodes_15_48,1
graph_3_1_nodes_120_157,0
graph_1_4_nodes_30_61,0
graph_3_4_nodes_124_167,0
graph_2_4_nodes_31_99,0
graph_4_5_nodes_12_72,0
graph_1_1_nodes_9_53,1
graph_1_1_nodes_5_94,0
graph_1_4_nodes_70_193,0
graph_1_3_nodes_128_158,1
graph_2_4_nodes_14_42,0
graph_3_1_nodes_156_163,0
graph_2_3_nodes_96_135,1
graph_3_5_nodes_57_176,0
graph_2_4_nodes_5_32,0
graph_3_1_nodes_132_192,1
graph_2_2_nodes_67_71,0
graph_3_4_nodes_142_197,0
graph_2_5_nodes_150_177,0
graph_3_1_nodes_7_105,0
graph_1_3_nodes_120_156,0
graph_3_5_nodes_24_143,0
graph_4_4_nodes_107_176,1
graph_2_1_nodes_103_165,1
graph_1_5_nodes_10_21,1
graph_2_3_nodes_112_186,0
graph_4_2_nodes_7_44,1
graph_3_1_nodes_101_158,0
graph_1_4_nodes_84_92,1
graph_4_5_nodes_30_175,0
graph_2_5_nodes_26_164,0
graph_3_4_nodes_28_186,0
graph_4_1_nodes_94_136,0
graph_3_2_nodes_113_150,0
graph_1_2_nodes_12_199,0
graph_3_5_nodes_115_188,0
graph_4_5_nodes_1_129,0
graph_4_5_nodes_118_183,0
graph_2_2_nodes_98_141,0
graph_2_4_nodes_39_171,1
graph_2_3_nodes_100_133,0
graph_2_5_nodes_28_147,0
graph_3_3_nodes_36_56,0
graph_4_5_nodes_151_183,0
graph_3_1_nodes_88_108,0
graph_2_3_nodes_15_26,0
graph_2_1_nodes_69_174,0
graph_1_4_nodes_2_122,0
graph_4_4_nodes_3_19,1
graph_3_5_nodes_17_83,0
graph_1_5_nodes_140_142,1
graph_2_2_nodes_71_84,0
graph_1_5_nodes_59_89,1
graph_4_5_nodes_91_114,1
graph_1_1_nodes_40_145,0
graph_4_1_nodes_136_149,0
graph_3_3_nodes_65_97,0
graph_1_3_nodes_18_80,0
graph_4_3_nodes_45_188,1
graph_2_1_nodes_178_194,0
graph_4_5_nodes_21_146,0
graph_1_4_nodes_121_180,1
graph_1_1_nodes_66_67,0
graph_3_3_nodes_36_106,0
graph_1_4_nodes_86_148,0
graph_3_1_nodes_180_195,0
graph_3_2_nodes_83_172,0
graph_1_4_nodes_146_148,1
graph_4_4_nodes_44_59,1
graph_4_5_nodes_132_174,0
graph_2_3_nodes_105_141,0
graph_1_4_nodes_50_125,0
graph_3_2_nodes_41_175,0
graph_1_4_nodes_14_97,0
graph_4_5_nodes_121_152,0
graph_4_1_nodes_137_191,0
graph_2_2_nodes_8_85,0
graph_4_2_nodes_23_132,1
graph_3_3_nodes_98_112,0
graph_1_2_nodes_118_189,1
graph_1_4_nodes_14_111,0
graph_4_5_nodes_56_86,0
graph_2_1_nodes_22_142,0
graph_3_4_nodes_112_193,0
graph_4_1_nodes_86_108,1
graph_4_2_nodes_59_173,1
graph_4_4_nodes_2_183,1
graph_4_5_nodes_13_161,0
graph_2_5_nodes_144_168,0
graph_3_5_nodes_79_162,0
graph_2_2_nodes_32_190,0
graph_4_2_nodes_6_146,1
graph_4_3_nodes_81_193,0
graph_3_1_nodes_42_90,1
graph_3_2_nodes_102_147,0
graph_4_1_nodes_83_148,0
graph_2_3_nodes_137_149,0
graph_1_2_nodes_66_127,0
graph_3_5_nodes_27_185,0
graph_3_2_nodes_48_180,0
graph_4_3_nodes_55_141,1
graph_4_5_nodes_19_153,0
graph_4_4_nodes_101_131,1
graph_4_4_nodes_101_109,1
graph_2_2_nodes_147_156,0
graph_2_2_nodes_4_147,0
graph_4_4_nodes_20_145,1
graph_4_2_nodes_77_124,1
graph_2_2_nodes_85_119,0
graph_4_4_nodes_81_126,1
graph_2_1_nodes_7_48,1
graph_2_5_nodes_31_177,1
graph_4_4_nodes_53_148,1
graph_1_2_nodes_107_151,0
graph_2_2_nodes_95_154,0
graph_4_4_nodes_46_118,1
graph_3_5_nodes_10_191,1
graph_4_1_nodes_33_122,0
graph_4_5_nodes_94_102,0
graph_2_3_nodes_129_149,0
graph_2_2_nodes_5_161,0
graph_4_4_nodes_85_197,1
graph_2_3_nodes_18_72,0
graph_1_5_nodes_51_67,0
graph_3_1_nodes_124_143,0
graph_3_1_nodes_132_168,0
graph_3_1_nodes_1_158,0
graph_4_5_nodes_9_54,0
graph_1_4_nodes_41_185,0
graph_1_5_nodes_34_43,1
graph_2_1_nodes_69_193,0
graph_2_3_nodes_80_110,0
graph_1_3_nodes_10_74,0
graph_2_2_nodes_2_144,1
graph_4_2_nodes_18_69,1
graph_3_3_nodes_115_165,0
graph_4_5_nodes_101_196,0
graph_3_3_nodes_164_185,1
graph_3_2_nodes_78_155,0
graph_1_2_nodes_94_112,0
graph_2_1_nodes_66_115,0
graph_2_5_nodes_62_146,0
graph_2_4_nodes_39_117,0
graph_4_5_nodes_53_80,0
graph_4_3_nodes_38_62,0
graph_3_3_nodes_25_56,0
graph_2_4_nodes_1_132,0
graph_1_4_nodes_19_153,0
graph_1_5_nodes_117_181,0
graph_4_1_nodes_11_14,0
graph_2_5_nodes_129_162,0
graph_2_3_nodes_84_156,0
graph_3_2_nodes_0_155,0
graph_1_1_nodes_3_125,0
graph_2_3_nodes_59_162,0
graph_4_4_nodes_86_99,1
graph_4_1_nodes_62_143,0
graph_4_2_nodes_141_181,1
graph_3_5_nodes_127_174,0
graph_2_3_nodes_26_134,0
graph_1_1_nodes_22_97,1
graph_1_4_nodes_55_121,0
graph_3_3_nodes_61_173,0
graph_2_1_nodes_125_147,0
graph_2_2_nodes_144_178,0
graph_2_1_nodes_21_187,0
graph_1_5_nodes_55_160,0
graph_2_1_nodes_48_65,0
graph_4_1_nodes_151_175,0
graph_3_3_nodes_32_40,0
graph_3_2_nodes_133_171,0
graph_1_4_nodes_6_27,0
graph_4_1_nodes_40_134,0
graph_4_4_nodes_28_108,1
graph_4_3_nodes_63_172,0
graph_1_1_nodes_104_149,0
graph_2_4_nodes_62_90,0
graph_4_1_nodes_20_165,0
graph_4_4_nodes_52_128,1
graph_3_4_nodes_3_28,1
graph_3_4_nodes_92_173,1
graph_4_3_nodes_3_122,0
graph_1_3_nodes_125_168,0
graph_3_2_nodes_22_75,0
graph_3_2_nodes_64_152,0
graph_4_3_nodes_32_33,0
graph_4_4_nodes_58_105,1
graph_3_3_nodes_146_158,0
graph_4_1_nodes_77_102,0
graph_3_5_nodes_168_175,0
graph_4_2_nodes_110_133,1
graph_3_1_nodes_36_41,0
graph_1_4_nodes_44_74,0
graph_2_5_nodes_61_71,0
graph_3_3_nodes_34_143,0
graph_3_2_nodes_65_192,0
graph_3_1_nodes_63_99,0
graph_2_1_nodes_147_154,0
graph_2_3_nodes_114_164,0
graph_3_3_nodes_92_126,0
graph_4_1_nodes_23_130,0
graph_2_2_nodes_58_85,0
graph_4_2_nodes_59_139,1
graph_1_2_nodes_104_127,0
graph_4_4_nodes_1_15,1
graph_2_1_nodes_50_170,0
graph_4_1_nodes_8_146,1
graph_4_5_nodes_37_170,0
graph_2_1_nodes_24_72,0
graph_4_4_nodes_38_183,1
graph_4_2_nodes_47_94,1
graph_1_1_nodes_91_178,0
graph_4_4_nodes_70_185,1
graph_1_5_nodes_10_157,0
graph_2_4_nodes_24_199,0
graph_3_5_nodes_52_68,0
graph_2_3_nodes_97_157,0
graph_4_3_nodes_15_108,0
graph_2_2_nodes_24_120,0
graph_1_2_nodes_54_77,0
graph_2_5_nodes_11_97,0
graph_2_1_nodes_188_191,0
graph_3_3_nodes_149_168,0
graph_1_5_nodes_89_103,1
graph_1_5_nodes_31_54,0
graph_1_3_nodes_2_192,0
graph_1_2_nodes_141_158,0
graph_2_5_nodes_155_169,0
graph_2_4_nodes_40_187,1
graph_4_4_nodes_6_59,1
graph_1_4_nodes_25_121,0
graph_2_5_nodes_16_97,0
graph_1_2_nodes_114_190,0
graph_3_5_nodes_22_24,0
graph_2_3_nodes_58_192,1
graph_4_5_nodes_12_44,0
graph_3_2_nodes_96_147,0
graph_1_3_nodes_0_157,0
graph_1_4_nodes_47_62,0
graph_3_5_nodes_91_140,0
graph_1_3_nodes_38_153,0
graph_1_2_nodes_91_192,0
graph_4_5_nodes_187_191,0
graph_2_5_nodes_5_46,0
graph_2_5_nodes_137_188,0
graph_1_1_nodes_18_119,0
graph_2_5_nodes_17_142,0
graph_4_3_nodes_140_161,0
graph_4_2_nodes_53_163,1
graph_3_4_nodes_98_166,0
graph_2_2_nodes_76_103,0
graph_3_3_nodes_0_9,0
graph_1_2_nodes_58_132,0
graph_4_2_nodes_7_27,1
graph_1_5_nodes_28_87,1
graph_4_4_nodes_113_175,1
graph_3_2_nodes_118_186,1
graph_2_3_nodes_50_157,0
graph_2_4_nodes_69_93,1
graph_2_5_nodes_76_166,0
graph_2_4_nodes_12_55,0
graph_4_2_nodes_32_163,1
graph_1_3_nodes_36_140,0
graph_4_2_nodes_128_139,1
graph_2_2_nodes_101_139,0
graph_2_2_nodes_2_184,0
graph_1_1_nodes_51_144,0
graph_4_4_nodes_107_114,1
graph_2_1_nodes_13_123,0
graph_3_3_nodes_16_34,0
graph_2_4_nodes_61_118,0
graph_1_4_nodes_163_164,0
graph_1_2_nodes_9_59,0
graph_2_1_nodes_3_47,0
graph_3_1_nodes_38_103,0
graph_1_4_nodes_184_194,0
graph_1_2_nodes_24_183,0
graph_1_1_nodes_138_178,0
graph_3_4_nodes_53_187,0
graph_3_5_nodes_35_48,0
graph_1_2_nodes_24_94,0
graph_2_4_nodes_34_105,0
graph_4_5_nodes_22_173,0
graph_3_4_nodes_8_82,0
graph_2_1_nodes_124_134,0
graph_3_5_nodes_62_141,0
graph_2_5_nodes_0_33,0
graph_1_5_nodes_112_132,0
graph_2_1_nodes_76_80,0
graph_3_1_nodes_78_155,1
graph_3_4_nodes_101_126,0
graph_4_4_nodes_28_118,1
graph_1_2_nodes_5_115,0
graph_2_4_nodes_151_178,0
graph_4_4_nodes_73_186,1
graph_2_3_nodes_43_161,0
graph_2_4_nodes_99_150,0
graph_4_3_nodes_14_73,0
graph_4_3_nodes_100_158,0
graph_2_5_nodes_13_170,0
graph_3_3_nodes_56_193,0
graph_1_4_nodes_147_168,0
graph_3_5_nodes_15_99,0
graph_3_3_nodes_163_196,0
graph_1_4_nodes_7_36,0
graph_4_2_nodes_15_52,1
graph_3_2_nodes_74_148,0
graph_2_2_nodes_2_141,0
graph_1_5_nodes_7_28,0
graph_3_2_nodes_22_150,0
graph_4_5_nodes_141_185,1
graph_2_1_nodes_113_141,0
graph_4_5_nodes_61_131,0
graph_2_4_nodes_62_67,0
graph_1_5_nodes_74_126,0
graph_3_3_nodes_98_193,0
graph_4_4_nodes_49_102,1
graph_4_5_nodes_38_162,0
graph_2_5_nodes_27_138,1
graph_4_3_nodes_55_138,0
graph_4_1_nodes_60_109,0
graph_2_3_nodes_155_159,1
graph_1_1_nodes_119_184,0
graph_1_1_nodes_14_154,0
graph_1_3_nodes_97_151,1
graph_1_2_nodes_38_139,0
graph_2_3_nodes_8_185,0
graph_1_3_nodes_42_64,1
graph_1_1_nodes_79_161,0
graph_3_2_nodes_96_159,1
graph_3_4_nodes_102_141,0
graph_1_2_nodes_38_148,0
graph_4_1_nodes_54_61,0
graph_1_5_nodes_104_145,0
graph_3_1_nodes_22_27,0
graph_3_4_nodes_54_195,1
graph_1_2_nodes_23_112,0
graph_4_3_nodes_34_81,0
graph_2_3_nodes_48_83,0
graph_2_3_nodes_116_175,0
graph_4_1_nodes_66_140,0
graph_4_5_nodes_45_145,0
graph_2_4_nodes_64_94,0
graph_3_4_nodes_41_136,0
graph_2_4_nodes_13_133,0
graph_4_2_nodes_145_149,1
graph_4_2_nodes_34_179,1
graph_2_3_nodes_80_156,0
graph_1_4_nodes_149_157,0
graph_4_2_nodes_45_160,1
graph_4_3_nodes_127_129,0
graph_2_4_nodes_24_168,0
graph_4_2_nodes_56_189,1
graph_2_2_nodes_19_45,1
graph_1_5_nodes_49_163,0
graph_1_2_nodes_20_27,0
graph_4_2_nodes_35_164,1
graph_3_5_nodes_72_154,0
graph_1_2_nodes_156_165,0
graph_2_1_nodes_108_160,1
graph_2_4_nodes_24_75,0
graph_1_2_nodes_9_182,0
graph_4_4_nodes_27_78,1
graph_2_2_nodes_106_188,0
graph_2_2_nodes_0_164,0
graph_2_2_nodes_36_119,0
graph_4_1_nodes_2_13,0
graph_1_5_nodes_100_138,0
graph_3_5_nodes_12_97,0
graph_1_5_nodes_19_33,0
graph_4_1_nodes_66_129,0
graph_2_3_nodes_5_101,0
graph_2_5_nodes_71_155,0
graph_2_3_nodes_104_112,0
graph_1_4_nodes_107_167,0
graph_3_1_nodes_77_95,1
graph_1_4_nodes_115_191,1
graph_2_2_nodes_54_88,1
graph_1_1_nodes_7_180,0
graph_3_1_nodes_44_157,0
graph_3_2_nodes_52_175,0
graph_2_5_nodes_77_190,0
graph_1_4_nodes_20_92,0
graph_4_3_nodes_149_198,0
graph_1_1_nodes_58_84,0
graph_1_4_nodes_143_175,0
graph_1_5_nodes_106_187,0
graph_2_3_nodes_111_179,0
graph_3_2_nodes_92_104,0
graph_4_4_nodes_110_197,1
graph_1_1_nodes_172_194,1
graph_1_1_nodes_41_157,0
graph_2_3_nodes_134_152,0
graph_2_1_nodes_41_58,0
graph_3_2_nodes_125_173,0
graph_1_2_nodes_7_100,0
graph_3_4_nodes_67_158,0
graph_1_5_nodes_98_133,0
graph_2_5_nodes_20_132,0
graph_3_2_nodes_45_187,0
graph_2_2_nodes_76_102,0
graph_2_3_nodes_24_35,1
graph_4_5_nodes_19_79,0
graph_3_5_nodes_79_182,0
graph_3_3_nodes_5_190,0
graph_1_5_nodes_87_152,1
graph_4_3_nodes_69_197,1
graph_1_4_nodes_1_90,0
graph_2_1_nodes_81_116,0
graph_2_5_nodes_35_134,1
graph_3_4_nodes_50_70,0
graph_1_3_nodes_77_128,0
graph_2_2_nodes_90_96,0
graph_4_5_nodes_80_195,0
graph_3_4_nodes_33_146,0
graph_1_3_nodes_76_192,1
graph_3_5_nodes_132_160,0
graph_4_5_nodes_95_111,0
graph_1_3_nodes_20_50,0
graph_4_3_nodes_10_21,0
graph_3_1_nodes_3_103,0
graph_2_5_nodes_56_134,0
graph_2_3_nodes_82_130,1
graph_3_3_nodes_105_109,0
graph_1_2_nodes_10_183,0
graph_3_3_nodes_36_49,1
graph_3_1_nodes_80_145,0
graph_2_3_nodes_81_151,0
graph_1_4_nodes_143_187,0
graph_2_1_nodes_147_152,0
graph_3_3_nodes_169_173,0
graph_4_5_nodes_9_84,0
graph_2_2_nodes_40_128,0
graph_1_3_nodes_71_141,0
graph_2_2_nodes_91_127,0
graph_4_1_nodes_5_23,0
graph_4_4_nodes_63_147,1
graph_2_5_nodes_45_64,0
graph_4_4_nodes_36_152,1
graph_1_1_nodes_142_188,0
graph_3_2_nodes_48_189,1
graph_1_5_nodes_2_134,0
graph_4_4_nodes_30_174,1
graph_2_3_nodes_124_178,0
graph_2_4_nodes_19_194,0
graph_4_1_nodes_0_59,0
graph_2_4_nodes_30_51,0
graph_3_5_nodes_78_87,0
graph_4_5_nodes_1_173,0
graph_2_5_nodes_0_40,0
graph_4_1_nodes_2_79,0
graph_2_5_nodes_16_179,0
graph_3_4_nodes_54_197,0
graph_2_3_nodes_81_152,0
graph_3_4_nodes_73_194,0
graph_3_4_nodes_58_145,0
graph_2_3_nodes_19_97,0
graph_3_3_nodes_149_163,0
graph_2_4_nodes_67_166,0
graph_3_5_nodes_26_101,0
graph_1_3_nodes_175_187,0
graph_3_2_nodes_8_91,0
graph_4_5_nodes_124_186,0
graph_1_4_nodes_77_146,1
graph_1_5_nodes_3_149,0
graph_3_4_nodes_52_143,0
graph_4_2_nodes_82_179,1
graph_2_2_nodes_6_133,0
graph_3_2_nodes_44_155,0
graph_1_4_nodes_67_96,1
graph_2_5_nodes_44_193,0
graph_1_4_nodes_99_191,0
graph_1_4_nodes_40_129,0
graph_2_1_nodes_98_121,0
graph_4_2_nodes_17_130,1
graph_1_4_nodes_71_85,0
graph_3_3_nodes_73_198,0
graph_4_3_nodes_63_68,0
graph_2_3_nodes_39_181,0
graph_1_3_nodes_50_143,1
graph_2_5_nodes_24_44,1
graph_1_1_nodes_19_73,0
graph_4_1_nodes_82_144,0
graph_4_5_nodes_0_184,0
graph_3_3_nodes_62_122,0
graph_3_1_nodes_88_189,1
graph_3_5_nodes_46_190,1
graph_4_1_nodes_130_192,0
graph_4_5_nodes_11_19,0
graph_3_1_nodes_61_165,0
graph_2_1_nodes_69_150,0
graph_3_5_nodes_44_101,0
graph_3_4_nodes_40_190,0
graph_1_2_nodes_75_116,0
graph_3_3_nodes_72_141,0
graph_2_5_nodes_94_182,0
graph_1_1_nodes_7_89,0
graph_2_2_nodes_163_199,1
graph_2_3_nodes_179_192,0
graph_1_3_nodes_25_169,0
graph_1_4_nodes_126_172,0
graph_4_3_nodes_8_37,0
graph_4_4_nodes_6_177,1
graph_4_2_nodes_89_114,1
graph_2_4_nodes_15_113,1
graph_3_1_nodes_52_54,1
graph_1_4_nodes_133_177,0
graph_3_4_nodes_9_87,0
graph_4_1_nodes_82_117,0
graph_2_5_nodes_123_151,0
graph_4_2_nodes_96_182,1
graph_3_2_nodes_30_171,0
graph_1_1_nodes_66_186,0
graph_3_3_nodes_40_189,0
graph_3_4_nodes_83_148,0
graph_1_3_nodes_119_125,0
graph_3_5_nodes_2_177,0
graph_2_1_nodes_97_184,0
graph_3_5_nodes_128_165,0
graph_3_2_nodes_11_152,0
graph_3_2_nodes_100_112,0
graph_4_2_nodes_62_90,1
graph_1_3_nodes_60_85,0
graph_1_3_nodes_52_173,0
graph_1_3_nodes_61_68,0
graph_4_2_nodes_33_46,1
graph_2_1_nodes_73_179,1
graph_4_1_nodes_173_193,0
graph_3_2_nodes_42_71,0
graph_3_2_nodes_58_180,0
graph_4_4_nodes_74_122,1
graph_4_5_nodes_127_164,0
graph_3_1_nodes_96_191,0
graph_3_4_nodes_128_187,0
graph_4_4_nodes_15_52,1
graph_4_2_nodes_92_129,1
graph_2_5_nodes_16_197,0
graph_3_4_nodes_62_87,0
graph_3_4_nodes_2_89,0
graph_4_2_nodes_104_190,1
graph_3_1_nodes_12_167,0
graph_1_2_nodes_103_184,0
graph_1_3_nodes_66_174,0
graph_3_5_nodes_113_184,0
graph_1_4_nodes_96_191,0
graph_3_2_nodes_95_175,0
graph_3_4_nodes_47_69,1
graph_2_3_nodes_105_116,0
graph_2_4_nodes_134_138,0
graph_1_3_nodes_60_183,0
graph_3_3_nodes_51_194,0
graph_3_3_nodes_97_125,0
graph_4_1_nodes_46_197,1
graph_1_1_nodes_33_196,0
graph_3_1_nodes_145_163,0
graph_2_1_nodes_34_165,0
graph_2_2_nodes_153_159,0
graph_3_2_nodes_117_167,0
graph_4_2_nodes_13_66,1
graph_2_5_nodes_63_162,0
graph_1_5_nodes_49_112,0
graph_2_2_nodes_141_197,0
graph_1_2_nodes_22_70,0
graph_3_2_nodes_63_70,0
graph_4_2_nodes_28_112,1
graph_4_3_nodes_68_170,0
graph_3_5_nodes_14_57,0
graph_1_1_nodes_49_84,0
graph_4_2_nodes_12_48,1
graph_3_2_nodes_54_134,0
graph_1_4_nodes_31_95,0
graph_2_5_nodes_89_139,0
graph_4_3_nodes_88_130,0
graph_2_1_nodes_168_197,0
graph_2_4_nodes_92_116,0
graph_1_5_nodes_98_178,0
graph_1_3_nodes_52_81,0
graph_3_3_nodes_31_147,0
graph_4_4_nodes_88_144,1
graph_4_5_nodes_38_103,0
graph_3_3_nodes_35_46,0
graph_4_1_nodes_97_176,0
graph_4_2_nodes_40_166,1
graph_2_2_nodes_53_107,0
graph_4_4_nodes_82_113,1
graph_4_2_nodes_104_143,1
graph_1_2_nodes_45_101,0
graph_2_5_nodes_22_79,0
graph_4_4_nodes_25_30,1
graph_3_5_nodes_11_38,0
graph_2_1_nodes_121_158,0
graph_2_1_nodes_23_70,0
graph_2_2_nodes_34_135,0
graph_2_4_nodes_66_114,0
graph_3_1_nodes_9_83,1
graph_2_3_nodes_89_105,0
graph_2_3_nodes_6_166,0
graph_2_4_nodes_124_191,0
graph_1_5_nodes_142_166,0
graph_4_5_nodes_130_167,0
graph_1_1_nodes_34_58,0
graph_4_4_nodes_8_79,1
graph_2_5_nodes_39_102,0
graph_4_5_nodes_147_193,0
graph_3_5_nodes_8_91,0
graph_3_1_nodes_103_120,0
graph_1_2_nodes_65_191,0
graph_2_5_nodes_57_63,0
graph_1_4_nodes_34_56,0
graph_2_5_nodes_74_90,0
graph_3_4_nodes_131_196,0
graph_2_1_nodes_166_196,0
graph_2_5_nodes_68_82,0
graph_4_3_nodes_33_81,0
graph_2_3_nodes_14_66,1
graph_2_5_nodes_55_182,0
graph_2_1_nodes_2_115,0
graph_3_1_nodes_71_96,0
graph_3_4_nodes_101_119,0
graph_3_4_nodes_39_106,0
graph_1_3_nodes_46_151,0
graph_3_1_nodes_121_137,1
graph_2_2_nodes_26_32,0
graph_3_4_nodes_18_128,0
graph_4_4_nodes_39_83,1
graph_1_2_nodes_0_85,0
graph_4_3_nodes_86_180,0
graph_1_1_nodes_10_124,0
graph_1_4_nodes_2_127,0
graph_4_4_nodes_32_181,1
graph_1_5_nodes_89_186,0
graph_2_1_nodes_4_27,0
graph_2_2_nodes_40_170,0
graph_3_5_nodes_55_123,0
graph_2_1_nodes_35_69,1
graph_2_1_nodes_126_155,0
graph_4_4_nodes_69_187,1
graph_1_3_nodes_84_134,0
graph_2_1_nodes_65_71,0
graph_1_2_nodes_29_132,0
graph_4_1_nodes_139_181,0
graph_1_5_nodes_79_140,0
graph_4_5_nodes_47_134,0
graph_4_1_nodes_20_106,0
graph_2_1_nodes_118_197,0
graph_4_4_nodes_7_8,1
graph_4_1_nodes_3_29,1
graph_3_3_nodes_47_160,0
graph_3_1_nodes_54_174,0
graph_4_1_nodes_168_183,1
graph_2_2_nodes_5_140,0
graph_1_1_nodes_71_170,0
graph_1_1_nodes_56_116,0
graph_2_3_nodes_0_82,0
graph_4_5_nodes_2_108,0
graph_3_5_nodes_56_116,0
graph_2_1_nodes_5_51,0
graph_1_4_nodes_18_162,0
graph_1_4_nodes_16_134,0
graph_2_3_nodes_62_77,0
graph_2_1_nodes_179_189,0
graph_3_4_nodes_18_70,0
graph_1_1_nodes_110_198,0
graph_3_3_nodes_30_61,0
graph_4_5_nodes_96_122,0
graph_3_2_nodes_2_60,0
graph_2_2_nodes_81_137,0
graph_2_5_nodes_56_147,0
graph_1_5_nodes_10_83,1
graph_3_1_nodes_69_166,0
graph_2_3_nodes_154_192,0
graph_2_4_nodes_56_171,0
graph_4_3_nodes_8_26,0
graph_3_3_nodes_93_119,0
graph_1_1_nodes_42_136,0
graph_2_2_nodes_38_64,0
graph_2_2_nodes_13_199,0
graph_1_1_nodes_54_136,0
graph_2_5_nodes_2_160,0
graph_3_4_nodes_91_130,0
graph_3_3_nodes_26_111,0
graph_2_1_nodes_100_105,0
graph_3_2_nodes_27_80,0
graph_1_4_nodes_23_64,0
graph_2_4_nodes_112_168,0
graph_2_3_nodes_141_172,1
graph_4_1_nodes_13_86,0
graph_2_3_nodes_68_101,0
graph_2_4_nodes_107_172,0
graph_4_4_nodes_98_193,1
graph_2_4_nodes_76_137,0
graph_3_4_nodes_155_199,1
graph_1_4_nodes_0_82,0
graph_4_4_nodes_100_160,1
graph_1_4_nodes_8_173,0
graph_3_1_nodes_71_119,0
graph_1_4_nodes_12_195,0
graph_1_3_nodes_114_183,0
graph_3_3_nodes_61_158,1
graph_1_1_nodes_9_136,0
graph_2_2_nodes_9_65,0
graph_4_1_nodes_7_153,0
graph_1_3_nodes_62_178,0
graph_3_1_nodes_11_30,0
graph_2_4_nodes_68_113,0
graph_2_2_nodes_136_199,0
graph_1_3_nodes_78_99,0
graph_1_1_nodes_102_132,0
graph_4_5_nodes_126_128,1
graph_4_3_nodes_125_189,0
graph_2_5_nodes_18_72,0
graph_2_2_nodes_2_38,1
graph_1_3_nodes_77_88,0
graph_2_5_nodes_26_92,0
graph_4_1_nodes_56_119,0
graph_1_4_nodes_5_71,0
graph_4_2_nodes_34_48,1
graph_2_2_nodes_19_148,0
graph_1_4_nodes_77_196,0
graph_3_2_nodes_139_196,0
graph_1_1_nodes_31_183,0
graph_2_4_nodes_0_61,0
graph_4_3_nodes_28_159,0
graph_1_2_nodes_55_189,1
graph_4_4_nodes_139_160,1
graph_2_3_nodes_30_143,0
graph_1_1_nodes_122_136,0
graph_3_5_nodes_12_25,0
graph_1_2_nodes_189_195,0
graph_3_5_nodes_137_147,0
graph_3_1_nodes_135_143,0
graph_2_1_nodes_51_105,0
graph_4_4_nodes_1_100,1
graph_3_2_nodes_47_191,0
graph_1_3_nodes_90_198,0
graph_3_3_nodes_29_32,0
graph_4_1_nodes_94_154,0
graph_2_4_nodes_42_129,0
graph_1_5_nodes_123_185,0
graph_3_2_nodes_17_110,0
graph_1_4_nodes_121_177,0
graph_4_1_nodes_49_65,0
graph_2_3_nodes_14_189,0
graph_4_2_nodes_14_55,1
graph_3_2_nodes_118_132,0
graph_4_2_nodes_27_180,1
graph_3_5_nodes_157_198,0
graph_4_1_nodes_58_68,0
graph_4_4_nodes_113_161,1
graph_2_2_nodes_132_168,0
graph_2_3_nodes_49_102,0
graph_4_4_nodes_116_187,1
graph_1_3_nodes_4_127,0
graph_2_1_nodes_82_150,1
graph_1_5_nodes_20_72,0
graph_3_2_nodes_145_181,0
graph_2_5_nodes_5_156,0
graph_3_3_nodes_132_166,0
graph_1_2_nodes_14_178,0
graph_3_4_nodes_61_137,0
graph_1_3_nodes_95_108,0
graph_3_3_nodes_119_191,0
graph_2_3_nodes_12_62,1
