,Degree_A,Clustering Coefficient_A,Betweenness_A,Closeness_A,Shortest Path_A,Eigenvector_A,E In_A,E Out_A,E In Over E Out_A,ODF_A,Expansion_A,Cut Ratio_A,Conductance_A,Normalised Cut_A,Triangle Participation_A,Degree_B,Clustering Coefficient_B,Betweenness_B,Closeness_B,Shortest Path_B,Eigenvector_B,E In_B,E Out_B,E In Over E Out_B,ODF_B,Expansion_B,Cut Ratio_B,Conductance_B,Normalised Cut_B,Triangle Participation_B,Shortest Path Length,Triadic Closure,Mean Deg. on Path,Median Deg. on Path,Max Deg. on Path,Min Deg. on Path,Var of Deg. on Path
graph_1_5_nodes_106_187,12.0,0.13636363636363635,0.026282836592290647,0.3262295081967213,3.0653266331658293,0.006939503953321429,10.0,2.0,5.0,0.16666666666666666,0.10000000000000002,0.011111111111111106,0.09090909090909093,0.09209815155118364,0.5,5.0,0.2,0.0017350807120381465,0.28307254623044104,3.5326633165829144,0.00470439578408743,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,4,0,10.6,12.0,15,5,13.04
graph_2_3_nodes_111_179,15.0,0.14285714285714285,0.022185269085196614,0.3940594059405941,2.5376884422110555,0.13035956187282913,10.0,5.0,2.0,0.3333333333333333,0.20833333333333331,0.028409090909090894,0.20000000000000004,0.20290191526407425,0.4583333333333332,7.0,0.09523809523809523,0.004421030973389316,0.3278418451400329,3.050251256281407,0.02343765280748799,6.0,1.0,6.0,0.1428571428571428,0.0357142857142857,0.0058139534883720895,0.0769230769230769,0.07750211571867624,0.1428571428571428,2,0,10.0,8.0,15,7,12.666666666666664
graph_3_2_nodes_92_104,5.0,0.0,0.003334311934375772,0.33111480865224624,3.020100502512563,0.016654729075337042,4.0,1.0,4.0,0.20000000000000004,0.04,0.005714285714285714,0.11111111111111116,0.11170247716669947,0.0,8.0,0.0,0.007647106337923416,0.3638025594149909,2.748743718592965,0.029542179010547936,3.0,5.0,0.5999999999999998,0.625,0.2173913043478261,0.028248587570621483,0.4545454545454544,0.4574918305030266,0.0,4,0,8.0,7.0,14,5,10.0
graph_4_4_nodes_110_197,13.0,0.0641025641025641,0.022228158001363643,0.4086242299794661,2.4472361809045227,0.13594444072559236,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.045,4.0,0.0,0.0014537107544659058,0.33614864864864863,2.9748743718592965,0.0333944009151529,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8.5,8.5,13,4,20.25
graph_1_1_nodes_172_194,6.0,0.3333333333333333,0.01122502398623166,0.30709876543209874,3.256281407035176,0.02710039335793288,5.0,1.0,5.0,0.16666666666666666,0.033333333333333326,0.005882352941176472,0.09090909090909093,0.09157442690376824,0.20000000000000004,8.0,0.25,0.009029768129185066,0.3189102564102564,3.135678391959799,0.023172414334597474,7.0,1.0,7.0,0.125,0.033333333333333326,0.005882352941176472,0.06666666666666665,0.06733377807427175,0.2666666666666666,2,0,7.666666666666668,8.0,9,6,1.5555555555555554
graph_1_1_nodes_41_157,10.0,0.2222222222222222,0.02814473851375504,0.33501683501683505,2.9849246231155777,0.02638700296776696,8.0,2.0,4.0,0.20000000000000004,0.08333333333333331,0.011363636363636364,0.11111111111111116,0.11244622459575733,0.3333333333333333,10.0,0.13333333333333333,0.02360916770794724,0.32676518883415434,3.0603015075376883,0.01725104824245846,8.0,2.0,4.0,0.20000000000000004,0.09090909090909093,0.011235955056179777,0.11111111111111116,0.11244622459575733,0.4090909090909091,3,0,9.25,10.0,10,7,1.6875
graph_2_3_nodes_134_152,8.0,0.17857142857142858,0.0038886846002991493,0.3322203672787981,3.0100502512562812,0.03700282678224165,7.0,1.0,7.0,0.125,0.037037037037037035,0.0057803468208092465,0.06666666666666665,0.06724637681159419,0.2222222222222223,9.0,0.2222222222222222,0.008257871052575869,0.3624772313296904,2.758793969849246,0.07013069938290467,7.0,2.0,3.5,0.2222222222222223,0.08333333333333331,0.011363636363636364,0.125,0.1261587485515643,0.3333333333333333,4,0,11.2,9.0,20,8,20.56
graph_2_1_nodes_41_58,11.0,0.03636363636363636,0.0189097420808028,0.39173228346456695,2.5527638190954773,0.0712067422129335,5.0,6.0,0.8333333333333335,0.5454545454545452,0.206896551724138,0.03508771929824561,0.375,0.37856294536817103,0.10344827586206896,9.0,0.05555555555555555,0.01049686618649387,0.3644688644688645,2.7437185929648242,0.04713761164177233,6.0,3.0,2.0,0.3333333333333333,0.11111111111111116,0.017341040462427737,0.20000000000000004,0.2017867778439548,0.14814814814814814,2,0,9.666666666666666,9.0,11,9,0.8888888888888891
graph_3_2_nodes_125_173,5.0,0.3,0.0013104736330975088,0.3220064724919094,3.1055276381909547,0.021418134547824028,4.0,1.0,4.0,0.20000000000000004,0.04,0.005714285714285714,0.11111111111111116,0.11170247716669947,0.16,7.0,0.14285714285714285,0.006839465703991436,0.34251290877796897,2.9195979899497484,0.023175037367573027,4.0,3.0,1.333333333333333,0.42857142857142855,0.12000000000000005,0.017142857142857147,0.2727272727272726,0.2744992750899425,0.16,4,0,7.4,7.0,12,5,6.6400000000000015
graph_1_2_nodes_7_100,17.0,0.19852941176470587,0.03615296988884069,0.3479020979020979,2.8743718592964824,0.09164176633316908,16.0,1.0,16.0,0.05882352941176471,0.037037037037037035,0.0057803468208092465,0.030303030303030287,0.030958768007948338,0.6296296296296297,8.0,0.10714285714285714,0.020281053595198512,0.32569558101472995,3.0703517587939704,0.017294067899981502,6.0,2.0,3.0,0.25,0.07407407407407407,0.011560693641618491,0.1428571428571428,0.14415080391794494,0.2222222222222223,2,0,10.0,8.0,17,5,26.0
graph_3_4_nodes_67_158,6.0,0.13333333333333333,0.0040147228658258104,0.35855855855855856,2.7889447236180898,0.06728183544736416,3.0,3.0,1.0,0.5,0.09677419354838708,0.017751479289940832,0.3333333333333333,0.3352453792224347,0.12903225806451607,5.0,0.0,0.0034225748875433533,0.3273026315789473,3.055276381909548,0.02988004082918304,3.0,2.0,1.5,0.4000000000000001,0.10000000000000002,0.011111111111111106,0.25,0.2512755102040817,0.0,3,0,9.0,6.5,18,5,27.5
graph_1_5_nodes_98_133,8.0,0.3928571428571429,0.007866642275909169,0.3528368794326241,2.8341708542713566,0.039915228486983735,7.0,1.0,7.0,0.125,0.04,0.005714285714285714,0.06666666666666665,0.06725943489428965,0.32,11.0,0.16363636363636366,0.020624604460850748,0.3407534246575342,2.9346733668341707,0.01981857021284061,9.0,2.0,4.5,0.18181818181818185,0.08,0.011428571428571429,0.10000000000000002,0.101187648456057,0.4000000000000001,3,0,15.5,10.5,33,8,103.25
graph_2_5_nodes_20_132,4.0,0.5,0.0010061474080794424,0.2926470588235294,3.4170854271356785,0.00989949469544428,3.0,1.0,3.0,0.25,0.0625,0.00543478260869565,0.1428571428571428,0.14346801640631815,0.25,6.0,0.0,0.0068873539786849704,0.3454861111111111,2.8944723618090453,0.030108708417661438,2.0,4.0,0.5,0.6666666666666665,0.8000000000000002,0.02051282051282051,0.5,0.502436053593179,0.0,3,0,8.75,8.5,14,4,15.6875
graph_3_2_nodes_45_187,9.0,0.1111111111111111,0.01184897478652123,0.381957773512476,2.6180904522613067,0.0645673981984461,5.0,4.0,1.25,0.4444444444444446,0.16,0.022857142857142857,0.2857142857142856,0.2880783519081391,0.12000000000000005,13.0,0.08974358974358974,0.020354617994410684,0.4044715447154472,2.472361809045226,0.08321343108437408,6.0,7.0,0.8571428571428571,0.5384615384615384,0.3043478260869565,0.03954802259887006,0.3684210526315789,0.372555724811142,0.26086956521739124,2,0,17.333333333333332,13.0,30,9,82.8888888888889
graph_2_2_nodes_76_102,6.0,0.06666666666666668,0.004839334602355844,0.3338926174496644,2.9949748743718594,0.033597472395129266,4.0,2.0,2.0,0.3333333333333333,0.06896551724137932,0.011695906432748536,0.20000000000000004,0.2012062726176116,0.10344827586206896,7.0,0.047619047619047616,0.004845680426505157,0.35159010600706714,2.8442211055276383,0.06250894887861383,3.0,4.0,0.75,0.5714285714285712,0.12903225806451607,0.023668639053254444,0.4000000000000001,0.4024067388688328,0.0,3,0,7.75,6.5,12,6,6.1875
graph_2_3_nodes_24_35,7.0,0.3333333333333333,0.003850093130342425,0.3401709401709402,2.939698492462312,0.038453983922335636,6.0,1.0,6.0,0.1428571428571428,0.04761904761904764,0.005586592178770947,0.0769230769230769,0.07750211571867624,0.3333333333333333,16.0,0.10833333333333334,0.03514364236360426,0.3948412698412698,2.5326633165829144,0.07261707089541332,11.0,5.0,2.2,0.3125,0.2380952380952381,0.02793296089385476,0.1851851851851852,0.18809047280866,0.5238095238095238,1,2,11.5,11.5,16,7,20.25
graph_4_5_nodes_19_79,7.0,0.0,0.006173032282808547,0.3692022263450835,2.7085427135678386,0.046256414402711235,2.0,5.0,0.4000000000000001,0.7142857142857141,0.4166666666666667,0.026595744680851074,0.5555555555555556,0.5586553695667148,0.0,5.0,0.0,0.0031610601398531675,0.3241042345276873,3.085427135678392,0.02070116728293168,2.0,3.0,0.6666666666666665,0.5999999999999998,0.25,0.015957446808510637,0.42857142857142855,0.43043362596435225,0.0,3,0,6.0,6.0,7,5,0.5
graph_3_5_nodes_79_182,8.0,0.14285714285714285,0.006344164586915132,0.35855855855855856,2.7889447236180898,0.03797596092399473,5.0,3.0,1.666666666666667,0.375,0.1428571428571428,0.016759776536312856,0.2307692307692308,0.2324555714100401,0.2380952380952381,6.0,0.2,0.0027680535307159893,0.3454861111111111,2.8944723618090453,0.035792422866807984,4.0,2.0,2.0,0.3333333333333333,0.09523809523809527,0.011173184357541895,0.20000000000000004,0.20112359550561806,0.19047619047619047,4,0,11.0,8.0,25,6,49.6
graph_3_3_nodes_5_190,9.0,0.08333333333333333,0.008305733208854171,0.3547237076648841,2.8190954773869352,0.06544131151783612,5.0,4.0,1.25,0.4444444444444446,0.21052631578947364,0.02209944751381216,0.2857142857142856,0.28822684852835595,0.2631578947368421,6.0,0.06666666666666668,0.0065709561339277155,0.3401709401709402,2.939698492462312,0.02558574404934968,3.0,3.0,1.0,0.5,0.20000000000000004,0.016216216216216217,0.3333333333333333,0.33521421107628,0.0,3,0,8.5,8.5,11,6,3.25
graph_1_5_nodes_87_152,19.0,0.16911764705882354,0.04831058931223387,0.3754716981132076,2.663316582914573,0.058179360057431774,16.0,3.0,5.333333333333332,0.15789473684210528,0.1428571428571428,0.016759776536312856,0.08571428571428569,0.08750961785073093,0.7142857142857141,6.0,0.4,0.0016392738333560926,0.3080495356037152,3.2462311557788945,0.012958126891702528,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1,4,12.5,12.5,19,6,42.25
graph_4_3_nodes_69_197,6.0,0.13333333333333333,0.0041663687221438345,0.3658088235294117,2.7336683417085426,0.058047491788437676,2.0,4.0,0.5,0.6666666666666665,0.21052631578947364,0.02209944751381216,0.5,0.5024271844660194,0.0,6.0,0.06666666666666668,0.005222818226816977,0.34608695652173915,2.8894472361809047,0.042978717428187686,3.0,3.0,1.0,0.5,0.15789473684210528,0.016574585635359122,0.3333333333333333,0.3351570415400201,0.15789473684210528,2,0,10.0,6.0,18,6,32.0
graph_1_4_nodes_1_90,9.0,0.1388888888888889,0.007521856933921747,0.30335365853658536,3.2964824120603016,0.013950755856810907,8.0,1.0,8.0,0.11111111111111116,0.04166666666666666,0.005681818181818182,0.05882352941176471,0.05945684163469059,0.25,6.0,0.3333333333333333,0.00870361527362922,0.3114241001564945,3.2110552763819094,0.008972589126316877,5.0,1.0,5.0,0.16666666666666666,0.04166666666666666,0.005681818181818182,0.09090909090909093,0.0915400057355893,0.20833333333333331,3,0,9.25,9.5,12,6,4.6875
graph_2_1_nodes_81_116,13.0,0.14102564102564102,0.01992878436009051,0.3776091081593928,2.648241206030151,0.06550212903611494,8.0,5.0,1.6000000000000003,0.3846153846153848,0.2631578947368421,0.027624309392265185,0.2380952380952381,0.2410767527046596,0.3684210526315789,7.0,0.047619047619047616,0.005280751202575504,0.3454861111111111,2.8944723618090453,0.07108873544191924,5.0,2.0,2.5,0.2857142857142856,0.06666666666666665,0.011764705882352944,0.16666666666666666,0.16785714285714284,0.10000000000000002,3,0,11.5,11.0,17,7,14.75
graph_2_5_nodes_35_134,14.0,0.13186813186813187,0.025628851588737924,0.4004024144869216,2.4974874371859297,0.14601253815744294,9.0,5.0,1.8000000000000005,0.35714285714285704,0.1388888888888889,0.030487804878048787,0.2173913043478261,0.22046067205807776,0.2777777777777778,10.0,0.32142857142857145,0.004250468541554646,0.3559928443649374,2.809045226130653,0.1255470826791367,9.0,1.0,9.0,0.10000000000000002,0.027777777777777787,0.006097560975609757,0.05263157894736841,0.05324696356275304,0.1944444444444445,2,0,12.333333333333336,13.0,14,10,2.8888888888888893
graph_3_4_nodes_50_70,6.0,0.2,0.006137505273502649,0.3579136690647482,2.793969849246232,0.04756629007287462,3.0,3.0,1.0,0.5,0.16666666666666666,0.01648351648351648,0.3333333333333333,0.3352453792224347,0.2222222222222223,5.0,0.3,0.0033728155654102576,0.3503521126760563,2.8542713567839195,0.03611544408151658,2.0,3.0,0.6666666666666665,0.5999999999999998,0.13043478260869562,0.016949152542372885,0.42857142857142855,0.4304810402837137,0.13043478260869562,3,0,10.0,8.0,19,5,30.5
graph_1_3_nodes_77_128,12.0,0.19696969696969696,0.016933227261365858,0.3431034482758621,2.914572864321608,0.033296511479378336,11.0,1.0,11.0,0.08333333333333331,0.03448275862068966,0.005847953216374268,0.0434782608695652,0.04408030782922808,0.3793103448275863,12.0,0.19696969696969696,0.027351797137631667,0.3466898954703833,2.884422110552764,0.02634270367102364,11.0,1.0,11.0,0.08333333333333331,0.03846153846153845,0.005747126436781607,0.0434782608695652,0.04408030782922808,0.4615384615384616,3,0,11.5,12.0,13,9,2.25
graph_2_2_nodes_90_96,4.0,0.3333333333333333,0.0016375403110243,0.319935691318328,3.1256281407035176,0.03693237983309849,3.0,1.0,3.0,0.25,0.03448275862068966,0.005847953216374268,0.1428571428571428,0.14345991561181431,0.13793103448275865,5.0,0.0,0.005149823389094332,0.3658088235294117,2.7336683417085426,0.04827539909590809,1.0,4.0,0.25,0.8000000000000002,0.125,0.02380952380952382,0.6666666666666665,0.6690676270508205,0.0,3,0,14.5,12.5,29,4,110.25
graph_4_5_nodes_80_195,7.0,0.047619047619047616,0.007198987754093348,0.3740601503759399,2.6733668341708543,0.052679135168480704,3.0,4.0,0.75,0.5714285714285712,0.4444444444444446,0.02094240837696336,0.4000000000000001,0.4024844720496895,0.0,7.0,0.09523809523809523,0.006879119329549736,0.3761814744801512,2.658291457286432,0.06484091176811355,2.0,5.0,0.4000000000000001,0.7142857142857141,0.1851851851851852,0.02890173410404624,0.5555555555555556,0.5586553695667148,0.11111111111111116,3,0,8.75,7.5,13,7,6.1875
graph_3_4_nodes_33_146,6.0,0.0,0.006923464941955306,0.3547237076648841,2.8190954773869352,0.035757864568123236,3.0,3.0,1.0,0.5,0.13043478260869562,0.016949152542372885,0.3333333333333333,0.3352453792224347,0.0,10.0,0.17777777777777778,0.008923640168468363,0.3719626168224299,2.6884422110552766,0.09724568881752596,7.0,3.0,2.333333333333333,0.2999999999999999,0.10344827586206896,0.017543859649122806,0.17647058823529405,0.1783924332064664,0.2413793103448275,1,0,8.0,8.0,10,6,4.0
graph_1_3_nodes_76_192,10.0,0.15555555555555556,0.021263247429821927,0.33843537414965985,2.9547738693467336,0.0266180162769947,8.0,2.0,4.0,0.20000000000000004,0.0869565217391304,0.011299435028248593,0.11111111111111116,0.11231015187849724,0.3478260869565216,5.0,0.4,0.0009118898148709619,0.30197268588770865,3.3115577889447234,0.019703074281631008,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.26086956521739124,1,1,7.5,7.5,10,5,6.25
graph_3_5_nodes_132_160,10.0,0.14285714285714285,0.0065611653572376465,0.3598553345388789,2.778894472361809,0.06231777432085533,7.0,3.0,2.333333333333333,0.2999999999999999,0.125,0.017045454545454537,0.17647058823529405,0.17816072908036454,0.20833333333333331,14.0,0.07692307692307693,0.023546552043532062,0.38943248532289626,2.5678391959798996,0.07180198951474824,8.0,6.0,1.333333333333333,0.42857142857142855,0.31578947368421056,0.033149171270718245,0.2727272727272726,0.27610565110565105,0.4736842105263158,3,0,11.25,11.0,14,9,3.6875
graph_4_5_nodes_95_111,10.0,0.07142857142857142,0.00742572552366023,0.35346358792184723,2.8291457286432165,0.04859963891211285,7.0,3.0,2.333333333333333,0.2999999999999999,0.17647058823529405,0.016393442622950814,0.17647058823529405,0.17834441709225854,0.17647058823529405,4.0,0.0,0.0020982364100605518,0.314873417721519,3.1758793969849246,0.015562881153013582,1.0,3.0,0.3333333333333333,0.75,0.2999999999999999,0.015789473684210523,0.5999999999999998,0.6018598884066955,0.0,4,0,7.4,8.0,10,4,4.64
graph_1_3_nodes_20_50,6.0,0.3333333333333333,0.0005957741156520963,0.2875722543352601,3.4773869346733663,0.012924909865193237,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,10.0,0.4666666666666667,0.001698222964469588,0.3085271317829457,3.241206030150754,0.030428179248467992,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3793103448275863,4,0,10.0,10.0,15,6,9.2
graph_4_3_nodes_10_21,9.0,0.05555555555555555,0.010276151241302229,0.37335834896810505,2.678391959798996,0.06573884613459259,4.0,5.0,0.8000000000000002,0.5555555555555556,0.5,0.02631578947368421,0.3846153846153848,0.3876548982931961,0.4000000000000001,6.0,0.06666666666666668,0.004400804101968401,0.35346358792184723,2.8291457286432165,0.0469085001430595,4.0,2.0,2.0,0.3333333333333333,0.11764705882352942,0.010928961748633885,0.20000000000000004,0.20121802679658965,0.17647058823529405,3,0,9.5,8.5,15,6,11.25
graph_3_1_nodes_3_103,8.0,0.21428571428571427,0.009175576938279974,0.3849129593810445,2.597989949748744,0.07352465665605913,5.0,3.0,1.666666666666667,0.375,0.10714285714285714,0.017441860465116282,0.2307692307692308,0.2326268159085497,0.1428571428571428,6.0,0.26666666666666666,0.003700397518634323,0.3644688644688645,2.7437185929648242,0.07568346070024135,4.0,2.0,2.0,0.3333333333333333,0.055555555555555566,0.012195121951219514,0.20000000000000004,0.20123762376237628,0.1388888888888889,3,0,16.25,12.5,34,6,122.1875
graph_2_5_nodes_56_134,7.0,0.047619047619047616,0.006678549046859094,0.3220064724919094,3.1055276381909547,0.012259437332350622,5.0,2.0,2.5,0.2857142857142856,0.10526315789473682,0.011049723756906077,0.16666666666666666,0.167890656874745,0.15789473684210528,10.0,0.32142857142857145,0.004250468541554646,0.3559928443649374,2.809045226130653,0.1255470826791367,9.0,1.0,9.0,0.10000000000000002,0.027777777777777787,0.006097560975609757,0.05263157894736841,0.05324696356275304,0.1944444444444445,3,0,7.0,6.5,10,5,3.5
graph_2_3_nodes_82_130,6.0,0.2,0.004730275252027788,0.3322203672787981,3.0100502512562812,0.036466253547495935,5.0,1.0,5.0,0.16666666666666666,0.037037037037037035,0.0057803468208092465,0.09090909090909093,0.09148745990851252,0.1851851851851852,10.0,0.2888888888888889,0.008208932459367945,0.3528368794326241,2.8341708542713566,0.057024690958290075,9.0,1.0,9.0,0.10000000000000002,0.037037037037037035,0.0057803468208092465,0.05263157894736841,0.05321263647206334,0.3703703703703704,2,0,11.666666666666664,10.0,19,6,29.555555555555554
graph_3_3_nodes_105_109,12.0,0.030303030303030307,0.020312751828928537,0.3964143426294821,2.522613065326633,0.11119271711259733,7.0,5.0,1.3999999999999997,0.4166666666666667,0.17857142857142852,0.029069767441860468,0.2631578947368421,0.2663045278394223,0.1428571428571428,15.0,0.057142857142857134,0.029710187444137788,0.4044715447154472,2.472361809045226,0.1052777009013578,10.0,5.0,2.0,0.3333333333333333,0.17857142857142852,0.029069767441860468,0.20000000000000004,0.20315855969677832,0.2857142857142856,2,0,11.333333333333336,12.0,15,7,10.888888888888886
graph_1_2_nodes_10_183,7.0,0.3333333333333333,0.0028801835759918147,0.2943786982248521,3.396984924623116,0.013268047792908298,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.3478260869565216,7.0,0.2857142857142857,0.0045448414998989365,0.3056835637480799,3.271356783919598,0.05412388202398692,6.0,1.0,6.0,0.1428571428571428,0.037037037037037035,0.0057803468208092465,0.0769230769230769,0.07757032611401546,0.2592592592592592,4,0,11.4,10.0,22,7,30.640000000000004
graph_3_3_nodes_36_49,8.0,0.03571428571428571,0.008271013251622559,0.3624772313296904,2.758793969849246,0.0619618360931737,3.0,5.0,0.5999999999999998,0.625,0.17857142857142852,0.029069767441860468,0.4545454545454544,0.457676324927421,0.10714285714285714,4.0,0.0,0.0026708964750856512,0.3119122257053292,3.2060301507537687,0.017667966129046603,3.0,1.0,3.0,0.25,0.0357142857142857,0.0058139534883720895,0.1428571428571428,0.14348488924760114,0.0,3,0,7.75,7.5,12,4,8.1875
graph_3_1_nodes_80_145,6.0,0.2,0.003100953994839198,0.3651376146788991,2.738693467336684,0.052733586805776785,4.0,2.0,2.0,0.3333333333333333,0.0714285714285714,0.011627906976744179,0.20000000000000004,0.20123762376237628,0.1428571428571428,7.0,0.047619047619047616,0.009002852404006138,0.3879142300194932,2.5778894472361813,0.06572824791995298,3.0,4.0,0.75,0.5714285714285712,0.10526315789473682,0.02469135802469136,0.4000000000000001,0.402469135802469,0.0,2,0,8.0,7.0,11,6,4.666666666666667
graph_2_3_nodes_81_151,5.0,0.4,0.002204538152318896,0.34251290877796897,2.9195979899497484,0.061561912104049536,4.0,1.0,4.0,0.20000000000000004,0.04,0.005714285714285714,0.11111111111111116,0.11168881186212204,0.20000000000000004,18.0,0.18333333333333326,0.02134956997841632,0.3768939393939394,2.6532663316582914,0.08632432316125893,14.0,4.0,3.5,0.2222222222222223,0.14814814814814814,0.023121387283236983,0.125,0.12733372228704784,0.4814814814814816,3,0,9.75,8.0,18,5,28.6875
graph_1_4_nodes_143_187,9.0,0.25,0.009937716925582605,0.30015082956259426,3.3316582914572863,0.006107341140096432,7.0,2.0,3.5,0.2222222222222223,0.09523809523809527,0.011173184357541895,0.125,0.12626422250316052,0.3809523809523811,6.0,0.3333333333333333,0.015330631452131538,0.3214862681744749,3.110552763819096,0.014489691583928727,5.0,1.0,5.0,0.16666666666666666,0.04166666666666666,0.005681818181818182,0.09090909090909093,0.0915400057355893,0.25,4,0,10.6,11.0,14,6,8.24
graph_2_1_nodes_147_152,5.0,0.2,0.003308879158899559,0.3466898954703833,2.884422110552764,0.033504571044591,3.0,2.0,1.5,0.4000000000000001,0.0869565217391304,0.011299435028248593,0.25,0.2511876484560571,0.1739130434782608,5.0,0.0,0.007722507229392014,0.3638025594149909,2.748743718592965,0.0518034927980152,3.0,2.0,1.5,0.4000000000000001,0.06896551724137932,0.011695906432748536,0.25,0.2511876484560571,0.0,3,0,14.5,7.5,38,5,188.25
graph_3_3_nodes_169_173,18.0,0.06666666666666668,0.02897938100641608,0.4028340080971661,2.4824120603015074,0.11434837439532665,13.0,5.0,2.600000000000001,0.2777777777777778,0.17241379310344834,0.029239766081871343,0.16129032258064516,0.16446089962566734,0.3448275862068967,9.0,0.19444444444444445,0.006599648809946756,0.3747645951035782,2.6683417085427137,0.11357099921028545,7.0,2.0,3.5,0.2222222222222223,0.0714285714285714,0.011627906976744179,0.125,0.1262610340479193,0.2857142857142856,2,0,13.0,12.0,18,9,14.0
graph_4_5_nodes_9_84,5.0,0.0,0.003054911931851962,0.3278418451400329,3.050251256281407,0.021374814299023163,2.0,3.0,0.6666666666666665,0.5999999999999998,0.09677419354838708,0.017751479289940832,0.42857142857142855,0.43043362596435225,0.0,15.0,0.047619047619047616,0.023631635670991472,0.41458333333333336,2.412060301507537,0.13312916659744786,9.0,6.0,1.5,0.4000000000000001,0.2222222222222223,0.034682080924855474,0.25,0.25375000000000003,0.2592592592592592,3,0,14.5,11.5,30,5,93.25
graph_2_2_nodes_40_128,10.0,0.2,0.011451148236518523,0.3605072463768116,2.7738693467336684,0.09316956685453358,7.0,3.0,2.333333333333333,0.2999999999999999,0.09677419354838708,0.017751479289940832,0.17647058823529405,0.17828547026796202,0.2580645161290321,9.0,0.2222222222222222,0.01030095917542636,0.3540925266903915,2.8241206030150754,0.051482412643317016,7.0,2.0,3.5,0.2222222222222223,0.06666666666666665,0.011764705882352944,0.125,0.1262106537530267,0.2666666666666666,3,0,9.0,9.5,10,7,1.5
graph_1_3_nodes_71_141,23.0,0.17391304347826084,0.07789445082324613,0.3812260536398467,2.623115577889448,0.06459959258836401,19.0,4.0,4.75,0.1739130434782608,0.1739130434782608,0.022598870056497185,0.09523809523809527,0.09766527970411464,0.8695652173913044,5.0,0.1,0.007258891906827077,0.3184,3.1407035175879403,0.023425433197199613,3.0,2.0,1.5,0.4000000000000001,0.0769230769230769,0.011494252873563215,0.25,0.2511918951132301,0.1153846153846154,2,0,12.333333333333336,9.0,23,5,59.55555555555557
graph_2_2_nodes_91_127,9.0,0.16666666666666666,0.007864752280945648,0.3522123893805309,2.8391959798994977,0.04691996210780476,7.0,2.0,3.5,0.2222222222222223,0.06666666666666665,0.011764705882352944,0.125,0.1262106537530267,0.2333333333333333,5.0,0.5,0.0003487336397438226,0.3251633986928105,3.0753768844221105,0.07888105566137668,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.19354838709677416,4,0,17.2,10.0,33,5,131.36
graph_4_1_nodes_5_23,5.0,0.1,0.0018385369807328773,0.3540925266903915,2.8241206030150754,0.03291645508757805,2.0,3.0,0.6666666666666665,0.5999999999999998,0.17647058823529405,0.016393442622950814,0.42857142857142855,0.43029457618774103,0.17647058823529405,6.0,0.0,0.0015874040060128935,0.34973637961335674,2.85929648241206,0.032415457141769584,3.0,3.0,1.0,0.5,0.1875,0.016304347826086953,0.3333333333333333,0.3350584627180373,0.0,3,0,6.5,6.5,8,5,1.25
graph_4_4_nodes_63_147,8.0,0.03571428571428571,0.007382348770043081,0.35346358792184723,2.8291457286432165,0.047724596975780235,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.015000000000000006,5.0,0.0,0.0029193374496971256,0.3466898954703833,2.884422110552764,0.03977806129475872,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,8.0,8.0,11,5,4.5
graph_2_5_nodes_45_64,7.0,0.047619047619047616,0.006384231172313619,0.3273026315789473,3.055276381909548,0.015698447442678076,5.0,2.0,2.5,0.2857142857142856,0.05882352941176471,0.012048192771084341,0.16666666666666666,0.167890656874745,0.08823529411764702,8.0,0.25,0.006431297890448978,0.3479020979020979,2.8743718592964824,0.04565842302925722,5.0,3.0,1.666666666666667,0.375,0.1153846153846154,0.01724137931034483,0.2307692307692308,0.2326040931545519,0.2307692307692308,3,0,8.5,7.5,14,5,11.25
graph_4_4_nodes_36_152,5.0,0.0,0.002548588431289012,0.33728813559322035,2.964824120603016,0.03730620166970812,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.10256410256410256,0.01634659825059032,0.3956262425447316,2.527638190954774,0.12242115541613545,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.060000000000000026,3,0,10.75,11.0,16,5,17.1875
graph_1_1_nodes_142_188,6.0,0.06666666666666668,0.001973296758794231,0.26639892904953144,3.7537688442211055,0.0058456381136548574,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1363636363636363,11.0,0.16363636363636366,0.02800471442281201,0.3378607809847199,2.9597989949748738,0.02333390205328104,10.0,1.0,10.0,0.09090909090909093,0.045454545454545456,0.005617977528089888,0.04761904761904764,0.04828883998341468,0.4545454545454544,4,0,8.4,8.0,11,6,2.64
